GEOHASH,LATITUDE,LONGITUDE,ISO3166-2-lvl4,aeroway,amenity,building,city,city_district,club,commercial,country,country_code,county,craft,district,farm,healthcare,highway,historic,house_number,industrial,landuse,leisure,locality,man_made,military,municipality,neighbourhood,office,postcode,province,quarter,railway,region,residential,road,shop,suburb,tourism,town,village
sxk3tf,41.058655,28.734741,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34325,İstanbul,,,Marmara Bölgesi,,İstanbul Yolu Caddesi,,Tahtakale Mahallesi,,Avcılar,
sxk69d,41.234436,28.547974,TR-34,,,,,,,,Türkiye,tr,,,,Hanice Çiftlik,,,,,,,,,,,,,,34540,İstanbul,,,Marmara Bölgesi,,D020,,,,Çatalca,Örcünlü Mahallesi
sxk3k9,41.009216,28.67981,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34513,İstanbul,,,Marmara Bölgesi,,Haramidere Kavşağı,,Zafer Mahallesi,,Esenyurt,
sxk9s9,41.05316,29.031372,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34347,İstanbul,,,Marmara Bölgesi,,Nailesultan Sitesi Yolu,,Ortaköy Mahallesi,,Beşiktaş,
sxk93n,41.036682,28.877563,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34220,İstanbul,,,Marmara Bölgesi,,158. Sokak,,Nine Hatun Mahallesi,,Esenler,
sxkbd9,40.87738,29.295044,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34899,İstanbul,Atabey,,Marmara Bölgesi,,Külhan Sokak,,Kavakpınar Mahallesi,,Pendik,
sxk93g,41.020203,28.910522,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34010,İstanbul,Cevizlibağ,,Marmara Bölgesi,,Davutpaşa Caddesi,Doraglass,Maltepe Mahallesi,,Zeytinburnu,
sxk1bx,41.130066,28.152466,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34582,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Yolçatı Mahallesi
sxk3rm,41.03119,28.80066,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34303,İstanbul,,,Marmara Bölgesi,,Osmangazi Caddesi,,Halkalı Merkez Mahallesi,,Küçükçekmece,
sxkd96,41.234436,28.88855,TR-34,,Shell,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34076,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,Mithatpaşa Mahallesi,,Eyüpsultan,Çiftalan Mahallesi
sx7fps,41.15753,28.10852,TR-34,,,,,,,,Türkiye,tr,,,,Tüccar Kemal'in Çiftliği,,,,,,,,,,,,,,34582,İstanbul,,,Marmara Bölgesi,,D567,,,,Silivri,Çeltik Mahallesi
sxk3ek,41.06964,28.624878,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34522,İstanbul,,,Marmara Bölgesi,,3095. Sokak,,Akçaburgaz Mahallesi,,Esenyurt,
sxkdqm,41.20697,29.108276,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,Yavuz Sultan Selim Köprüsü,,,,,34825,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,,,Beykoz,Poyrazköy Mahallesi
sxk3sf,41.058655,28.690796,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34510,İstanbul,,,Marmara Bölgesi,,Esenkent Bahçeşehir Yolu,,Esenkent Mahallesi,,Esenyurt,
sxk9k1,41.009216,29.0094,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34668,İstanbul,,,Marmara Bölgesi,,Üsküdar Harem Sahil Yolu,sea lines,Selimiye Mahallesi,,Üsküdar,
sxkbbp,40.954285,29.18518,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34858,İstanbul,,,Marmara Bölgesi,,Hilal Sokağı,,Büyükbakkalköy Mahallesi,,Maltepe,
sxkbbd,40.92682,29.207153,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34882,İstanbul,,,Marmara Bölgesi,,D100 - E80 Bağlantı Yolu,,Uğur Mumcu Mahallesi,,Kartal,
sxk9kk,41.025696,29.020386,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34674,İstanbul,,,Marmara Bölgesi,,Minyatür Sokağı,,Sultantepe Mahallesi,,Üsküdar,
sxk3qf,41.01471,28.778687,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34295,İstanbul,,,Marmara Bölgesi,,Yarasa Sokağı,,Kanarya Mahallesi,,Küçükçekmece,
sxk9n4,40.970764,29.09729,TR-34,,Özel Atacan Eğitim Kurumları,,,,,,Türkiye,tr,,,,,,,,3-5,,,,,,,,,,34742,İstanbul,,,Marmara Bölgesi,,Cemil Akdoğan Sokağı,,Kozyatağı Mahallesi,,Kadıköy,
sxk1eu,41.06964,28.295288,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34570,İstanbul,,,Marmara Bölgesi,,D100,,Yeni Mahalle,,Silivri,
sxk6dc,41.228943,28.602905,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34277,İstanbul,,,Marmara Bölgesi,,Yassıören Kavşağı,,,,Arnavutköy,Yassıören Mahallesi
sxk3rb,41.003723,28.822632,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,31000,İstanbul,,,Marmara Bölgesi,,Yakamoz Sokağı,,Çobançeşme Mahallesi,,Bahçelievler,
sxk61j,41.163025,28.526001,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,,,Çatalca,İzzettin Mahallesi
sxkbuv,40.9433,29.39392,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34959,İstanbul,,,Marmara Bölgesi,,Göçbeyli Bulvarı,,Akfırat Mahallesi,,Tuzla,
sxk9ff,41.1026,28.954468,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34408,İstanbul,,,Marmara Bölgesi,,Kemerburgaz Caddesi,,Hamidiye Mahallesi,,Kâğıthane,
sxk9mn,41.036682,29.053345,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34676,İstanbul,,,Marmara Bölgesi,,Gökkuşağı Sokağı,,Küplüce Mahallesi,,Üsküdar,
sxk9ch,41.113586,28.877563,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34270,İstanbul,,,Marmara Bölgesi,,Cebeci Köyü Caddesi,,Cebeci Mahallesi,,Sultangazi,
sxk386,41.058655,28.493042,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34537,İstanbul,,,Marmara Bölgesi,,Avrupa Otoyolu,,,,Çatalca,Muratbey Merkez Mahallesi
sxk94r,40.99823,28.932495,TR-34,,,,İstanbul,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34107,İstanbul,Samatya,,Marmara Bölgesi,,Narlıkapı Caddesi,,Koca Mustafapaşa Mahallesi,,Fatih,
sxk8yp,40.954285,29.09729,TR-34,,Nakıpoğlu Eczanesi,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34744,İstanbul,,,Marmara Bölgesi,,Bahçelerarası Sokağı,,Bostancı Mahallesi,,Kadıköy,
sxk93x,41.042175,28.899536,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34040,İstanbul,,,Marmara Bölgesi,,Avrupa Otoyolu,,İsmet Paşa Mahallesi,,Bayrampaşa,
sxk3rt,41.03119,28.811646,TR-34,,,Sur Yapı Mirage Rezidans,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34212,İstanbul,,,Marmara Bölgesi,,1498. Sokak,,15 Temmuz Mahallesi,,Bağcılar,
sxkbg4,40.92682,29.317017,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34912,İstanbul,,,Marmara Bölgesi,,Ankara Caddesi,Boşnak Börek,Yenişehir Mahallesi,,Pendik,
sxk8yg,40.932312,29.130249,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34843,İstanbul,,,Marmara Bölgesi,,Gülcihan Sokağı,Carrefour Market,Altayçeşme Mahallesi,,Maltepe,
sxkbfv,40.9433,29.30603,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34925,İstanbul,,,Marmara Bölgesi,,Tavukçu Yolu Caddesi,,Akşemsettin Mahallesi,,Sultanbeyli,
sxk329,41.009216,28.504028,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34530,İstanbul,,,Marmara Bölgesi,,,,Güzelce Mahallesi,,Büyükçekmece,
sxk926,41.01471,28.844604,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34188,İstanbul,Üçevler,,Marmara Bölgesi,,,,Kocasinan Merkez Mahallesi,,Bahçelievler,
sxk93h,41.025696,28.877563,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34164,İstanbul,,,Marmara Bölgesi,,Refah Sokağı,,Merkez Mahallesi,,Güngören,
sxkbfb,40.915833,29.30603,TR-34,,,,,,,,Türkiye,tr,,,,,,,,17A,,,,,,,,,,34912,İstanbul,,,Marmara Bölgesi,,Dirlik Sokağı,,Kurtköy Mahallesi,,Pendik,
sxk1rw,41.036682,28.460083,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34530,İstanbul,,,Marmara Bölgesi,,,,Kumburgaz Mahallesi,,Büyükçekmece,
sxk9m6,41.01471,29.064331,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34696,İstanbul,Libadiye,,Marmara Bölgesi,,Çilehane Yolu Caddesi,,Küçük Çamlıca Mahallesi,,Üsküdar,
sxk6ee,41.23993,28.635864,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34277,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,Tayakadın Mahallesi,,Arnavutköy,Baklalı Mahallesi
sxk3bb,41.091614,28.515015,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34537,İstanbul,,,Marmara Bölgesi,,,,,,Büyükçekmece,Ahmediye Mahallesi
sxk3ge,41.108093,28.635864,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34555,İstanbul,,,Marmara Bölgesi,,,,Ömerli Mahallesi,,Arnavutköy,
sxkc6h,41.025696,29.273071,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34791,İstanbul,,,Marmara Bölgesi,,Kurnaköy-Ömerli Yolu,,,,Sancaktepe,Paşaköy Mahallesi
sx7cqp,41.042175,28.042603,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34588,İstanbul,,,Marmara Bölgesi,,,,Gümüşyaka Mahallesi,,Silivri,
sxk9dv,41.075134,28.954468,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34060,İstanbul,,,Marmara Bölgesi,,Orbay Sokağı,,Güzeltepe Mahallesi,,Eyüpsultan,
sxk6nt,41.163025,28.7677,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34277,İstanbul,,,Marmara Bölgesi,,Eski Edirne Asfaltı Caddesi,,Arnavutköy Merkez Mahallesi,,Arnavutköy,Hacımaşlı Mahallesi
sxkc3s,41.025696,29.251099,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34791,İstanbul,,,Marmara Bölgesi,,Altundal Sokağı,,Hilal Mahallesi,,Sancaktepe,
sxkf45,41.15204,29.273071,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34869,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu Viyadük 26,,,,Beykoz,Bozhane Mahallesi
sxkdh7,41.15204,29.020386,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34453,İstanbul,,,Marmara Bölgesi,,,,PTT Evleri Mahallesi,,Sarıyer,
sxkbsj,40.899353,29.360962,TR-34,,,,,Orhanlı Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34956,İstanbul,,,Marmara Bölgesi,,Narlıdere Sokak,,Orhanlı,,Tuzla,
sxk9sm,41.075134,29.020386,TR-34,,Beşiktaş Belediyesi Levent Hizmet Binası,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34340,İstanbul,,,Marmara Bölgesi,,Başa Sokağı,,Nispetiye Mahallesi,,Beşiktaş,
sxk1w1,41.05316,28.394165,TR-34,,,site,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34534,İstanbul,,,Marmara Bölgesi,,Sarmaşık 3 Sokağı,,Celaliye Mahallesi,,Büyükçekmece,
sxkf32,41.179504,29.240112,TR-34,,Beykoz Belediyesi Ambalaj Atıkları Toplama Ayırma Ve Geri Dönüşüm Tesisi,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,Değirmendere,,34829,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,,,Beykoz,Paşamandıra Mahallesi
sxk92h,41.025696,28.833618,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34118,İstanbul,,,Marmara Bölgesi,,116. Sokak,,Hürriyet Mahallesi,,Bağcılar,
sxk99h,41.06964,28.877563,TR-34,,,,,15 Temmuz Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34235,İstanbul,,,Marmara Bölgesi,,Ulaştırma Kavşağı,,15 Temmuz,,Esenler,
sxkbgj,40.9433,29.317017,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34916,İstanbul,,,Marmara Bölgesi,,O-4,,,,Pendik,Kurna Mahallesi
sxk9dc,41.05316,28.954468,TR-34,,,,,,,,Türkiye,tr,Örnektepe Mahallesi,,,,,,,,,,,,,,,,,34400,İstanbul,,,Marmara Bölgesi,,Metrobüs,,Örnektepe,,Kâğıthane,
sxk8xu,40.89386,29.174194,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34860,İstanbul,,,Marmara Bölgesi,,Dikilitaş Sokağı,,Kordonboyu Mahallesi,,Kartal,
sxk1v1,41.097107,28.35022,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34592,İstanbul,,,Marmara Bölgesi,,Avrupa Otoyolu,,Kavaklı Hürriyet Mahallesi,,Silivri,Ortaköy Mahallesi
sxkcex,41.08612,29.33899,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34799,İstanbul,,,Marmara Bölgesi,,,,Ömerli Mahallesi,,Çekmeköy,Koçullu Mahallesi
sxk9nj,40.987244,29.09729,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34746,İstanbul,,,Marmara Bölgesi,,Sezercik Sokağı,,Barbaros Mahallesi,,Ataşehir,
sxk3z8,41.091614,28.811646,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34480,İstanbul,,,Marmara Bölgesi,,Başakşehir 4.Etap,,Başak Mahallesi,,Başakşehir,
sxkbg7,40.932312,29.328003,TR-34,,,,,,,,Türkiye,tr,,,,,,,,8/1,,,,,,,,,,34912,İstanbul,,,Marmara Bölgesi,,Dedepaşa Bulvarı,,Harmandere Mahallesi,Miracle İstanbul Asia Airport Hotel & Spa,Pendik,
sxkd43,41.141052,28.932495,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34075,İstanbul,,,Marmara Bölgesi,,Kemerburgaz Caddesi,,Mimar Sinan Mahallesi,,Eyüpsultan,
sxk3j6,40.970764,28.712769,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34315,İstanbul,,,Marmara Bölgesi,,,,Ambarlı Mahallesi,,Avcılar,
sx7ghf,41.322327,27.98767,TR-59,,,,,Bahçelievler Mahallesi,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,,,,59510,,,,Marmara Bölgesi,Kapaklı,Halkalı Sokak,,Bahçelievler Mah.,,Kapaklı,
sxk8yy,40.94879,29.130249,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34854,İstanbul,,,Marmara Bölgesi,,,,Aydınevler Mahallesi,,Maltepe,
sxk1xb,41.04767,28.47107,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34534,İstanbul,,,Marmara Bölgesi,,,,Kamiloba Mahallesi,,Büyükçekmece,
sxkc0j,40.987244,29.18518,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34888,İstanbul,,,Marmara Bölgesi,,85. Sokak,,Ferhatpaşa Mahallesi,,Ataşehir,
sxk3sv,41.075134,28.690796,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34488,İstanbul,,,Marmara Bölgesi,,Vali Recep Yazıcıoğlu Caddesi,,Bahçeşehir 1. Kısım Mahallesi,,Başakşehir,
sxk9um,41.11908,29.020386,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,Maslak Atatürk Oto Sanayi Sitesi,,,,,,,,,34485,İstanbul,,,Marmara Bölgesi,,AOS 32. Sok.,,Maslak Mahallesi,,Sarıyer,
sxkbv7,40.932312,29.415894,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34959,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,Akfırat Mahallesi,,Tuzla,
sxk9f1,41.097107,28.921509,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34060,İstanbul,,,Marmara Bölgesi,,,,5. Levent Mahallesi,,Eyüpsultan,
sxk90y,40.992737,28.866577,TR-34,,Bakırköy Sadi Konuk Eğitim ve Araştırma Hastanesi,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34147,İstanbul,İncirli,,Marmara Bölgesi,,D100,,Zuhuratbaba Mahallesi,,Bakırköy,
sxk1te,41.064148,28.372192,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34590,İstanbul,,,Marmara Bölgesi,,,,Selimpaşa Mahallesi,,Silivri,
sxk9x0,41.04767,29.141235,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34830,İstanbul,,,Marmara Bölgesi,,O-7,,Merkez Mahallesi,,Çekmeköy,
sxkbk2,40.82794,29.371948,TR-41,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,41420,Kocaeli,,,Marmara Bölgesi,,,,Yeni Mahalle,,Çayırova,
sxk6u4,41.27838,28.657837,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,Germe,,34277,İstanbul,,,Marmara Bölgesi,,,,,,Arnavutköy,Baklalı Mahallesi
sxk9e7,41.064148,28.97644,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34384,İstanbul,,,Marmara Bölgesi,,Piyalepaşa Bulvarı,,Kaptanpaşa Mahallesi,,Şişli,
sxk97k,41.025696,28.97644,TR-34,,Saint Benoit Fransız Lisesi,,,Hacımimi Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34425,İstanbul,,,Marmara Bölgesi,,Revani Sokağı,,Hacımimi,,Beyoğlu,
sxk9em,41.075134,28.97644,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34403,İstanbul,,,Marmara Bölgesi,,Kağıthane Caddesi,,Çağlayan Mahallesi,,Kâğıthane,
sxk6r8,41.179504,28.811646,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34285,İstanbul,,,Marmara Bölgesi,,,,Boğazköy İstiklal Mahallesi,,Arnavutköy,
sxkf1r,41.17401,29.240112,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34869,İstanbul,,,Marmara Bölgesi,,,,,,Beykoz,Paşamandıra Mahallesi
sxk9gd,41.1026,28.987427,TR-34,,,Royal White Property,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34485,İstanbul,,,Marmara Bölgesi,,Azerbaycan Caddesi,,Huzur Mahallesi,,Sarıyer,
sxk1u5,41.108093,28.306274,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34592,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Gazitepe Mahallesi
sxkdre,41.195984,29.163208,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34829,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,,,Beykoz,Anadolufeneri Mahallesi
sxk3jn,40.992737,28.701782,TR-34,,,,,Cihangir Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34310,İstanbul,,,Marmara Bölgesi,,Ord. Prof. Dr. Ali Fuat Başgil Caddesi,,,,Avcılar,
sxkb8y,40.904846,29.21814,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34876,İstanbul,Kurfalı,,Marmara Bölgesi,,Yüzyıl Caddesi,,Cumhuriyet Mahallesi,,Kartal,
sxkd8c,41.228943,28.866577,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34077,İstanbul,,,Marmara Bölgesi,,,,Göktürk Merkez Mahallesi,,Eyüpsultan,Odayeri Mahallesi
sxkbb2,40.915833,29.196167,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34880,İstanbul,,,Marmara Bölgesi,,Aşık Ferhat Sokağı,,Soğanlık Yeni Mahallesi,,Kartal,
sxk6eu,41.245422,28.64685,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34277,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,Tayakadın Mahallesi,,Arnavutköy,Baklalı Mahallesi
sxkbd2,40.871887,29.284058,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34899,İstanbul,Atabey,,Marmara Bölgesi,,Yardım Sokağı,,Kavakpınar Mahallesi,,Pendik,
sxkc0g,40.976257,29.21814,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34885,İstanbul,,,Marmara Bölgesi,,,,Eyüp Sultan Mahallesi,,Sancaktepe,
sxk4rk,41.201477,28.449097,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34540,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Gökçeali Mahallesi
sxk9nv,40.987244,29.130249,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34758,İstanbul,Doğu Ataşehir,,Marmara Bölgesi,,Vatan Caddesi,,Atatürk Mahallesi,,Ataşehir,
sxk3pc,40.96527,28.822632,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34149,İstanbul,,,Marmara Bölgesi,,,,Yeşilköy Mahallesi,,Bakırköy,
sxk9eg,41.064148,28.998413,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34346,İstanbul,,,Marmara Bölgesi,,,,Fulya Mahallesi,,Şişli,
sxk6k7,41.195984,28.668823,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34281,İstanbul,,,Marmara Bölgesi,,,,,,Arnavutköy,Çilingir Mahallesi
sxk9sh,41.06964,29.0094,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,Musiki Eseri Sahipleri Grubu Meslek Birliği,34394,İstanbul,Zincirlikuyu,,Marmara Bölgesi,,Haberler Sokağı,,Esentepe Mahallesi,,Şişli,
sxk1tw,41.080627,28.372192,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34592,İstanbul,,,Marmara Bölgesi,,Avrupa Otoyolu,,Selimpaşa Mahallesi,,Silivri,Ortaköy Mahallesi
sxk9bv,41.11908,28.866577,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34270,İstanbul,,,Marmara Bölgesi,,,,Cebeci Mahallesi,,Sultangazi,
sxk1g4,41.1026,28.26233,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34570,İstanbul,,,Marmara Bölgesi,,,,Yeni Mahalle,,Silivri,
sxk8ye,40.932312,29.119263,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34843,İstanbul,Süreyyaplajı,,Marmara Bölgesi,,Gülay Sokağı,,Feyzullah Mahallesi,,Maltepe,
sxk3x1,41.05316,28.789673,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34307,İstanbul,,,Marmara Bölgesi,Halkalı 2. Etap Toplu Konutları,,,Atakent Mahallesi,,Küçükçekmece,
sxkcdu,41.06964,29.30603,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34799,İstanbul,,,Marmara Bölgesi,,Ömerli Mah.,,Ömerli Mahallesi,,Çekmeköy,
sx7fw5,41.23993,28.042603,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,D567,,,,Silivri,Büyük Çavuşlu Mahallesi
sxk1td,41.058655,28.372192,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34590,İstanbul,,,Marmara Bölgesi,,,,Selimpaşa Mahallesi,,Silivri,
sxk1w7,41.064148,28.405151,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34534,İstanbul,,,Marmara Bölgesi,,Avrupa Otoyolu,,Celaliye Mahallesi,,Büyükçekmece,
sxk977,41.020203,28.97644,TR-34,,Karaköy İskelesi,,,Kemankeş Karamustafa Paşa Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34425,İstanbul,Karaköy,,Marmara Bölgesi,,Rıhtım Caddesi,,Kemankeş Karamustafa Paşa,,Beyoğlu,
sxk3rw,41.036682,28.811646,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34212,İstanbul,,,Marmara Bölgesi,,Bahar Caddesi,,15 Temmuz Mahallesi,,Bağcılar,
sxk9ku,41.025696,29.042358,TR-34,,İstanbul Şehir Üniversitesi Batı Kampüsü,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34662,İstanbul,,,Marmara Bölgesi,,Kuşbakışı Caddesi,,Altunizade Mahallesi,,Üsküdar,
sxk3m1,41.009216,28.701782,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34325,İstanbul,,,Marmara Bölgesi,,106. Sokak,,Saadetdere Mahallesi,,Esenyurt,
sxk986,41.058655,28.844604,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34218,İstanbul,,,Marmara Bölgesi,,Avrupa Otoyolu,,Göztepe Mahallesi,,Bağcılar,
sxk3w0,41.04767,28.745728,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34510,İstanbul,,,Marmara Bölgesi,,Kurşun Sokağı,,Yarımburgaz Mahallesi,,Küçükçekmece,
sxk38x,41.08612,28.504028,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34537,İstanbul,,,Marmara Bölgesi,,Kazakçılar Caddesi,,,,Çatalca,Muratbey Merkez Mahallesi
sxk9g0,41.091614,28.965454,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34060,İstanbul,,,Marmara Bölgesi,,,,Güzeltepe Mahallesi,,Eyüpsultan,
