GEOHASH,NUMBER_OF_VEHICLES,LATITUDE,LONGITUDE
sxk3nz,1355631,40.99822998046875,28.7786865234375
sxk3p3,1338412,40.96527099609375,28.8006591796875
sxk3p6,1326854,40.97076416015625,28.8006591796875
sxk3p7,1095278,40.97625732421875,28.8006591796875
sxk3p9,1669125,40.96527099609375,28.8116455078125
sxk3pc,1546068,40.96527099609375,28.8226318359375
sxk3pj,7772120,40.98724365234375,28.7896728515625
sxk3pk,982491,40.98175048828125,28.8006591796875
sxk3pm,1688897,40.98724365234375,28.8006591796875
sxk3pn,7326800,40.99273681640625,28.7896728515625
sxk3pp,1143470,40.99822998046875,28.7896728515625
sxk3pq,1274473,40.99273681640625,28.8006591796875
sxk3pr,8328482,40.99822998046875,28.8006591796875
sxk3pu,810804,40.98175048828125,28.8226318359375
sxk3pv,2691699,40.98724365234375,28.8226318359375
sxk3pw,3850603,40.99273681640625,28.8116455078125
sxk3px,8184862,40.99822998046875,28.8116455078125
sxk3py,11639915,40.99273681640625,28.8226318359375
sxk3pz,6964320,40.99822998046875,28.8226318359375
sxk3q8,758577,41.00372314453125,28.7677001953125
sxk3q9,770536,41.00921630859375,28.7677001953125
sxk3qb,1132331,41.00372314453125,28.7786865234375
sxk3qc,1350097,41.00921630859375,28.7786865234375
sxk3qd,1233053,41.01470947265625,28.7677001953125
sxk3qe,1664425,41.02020263671875,28.7677001953125
sxk3qf,1120626,41.01470947265625,28.7786865234375
sxk3qg,1630900,41.02020263671875,28.7786865234375
sxk3qq,455062,41.03668212890625,28.7567138671875
sxk3qr,1324451,41.04217529296875,28.7567138671875
sxk3qs,1328219,41.02569580078125,28.7677001953125
sxk3qt,2114397,41.03118896484375,28.7677001953125
sxk3qu,811086,41.02569580078125,28.7786865234375
sxk3qv,707560,41.03118896484375,28.7786865234375
sxk3qw,2255187,41.03668212890625,28.7677001953125
sxk3qy,1301245,41.03668212890625,28.7786865234375
sxk3qz,1456586,41.04217529296875,28.7786865234375
sxk3r0,1248249,41.00372314453125,28.7896728515625
sxk3r1,2829175,41.00921630859375,28.7896728515625
sxk3r2,2181386,41.00372314453125,28.8006591796875
sxk3r3,3060164,41.00921630859375,28.8006591796875
sxk3r4,2385131,41.01470947265625,28.7896728515625
sxk3r5,1807848,41.02020263671875,28.7896728515625
sxk3r6,1574382,41.01470947265625,28.8006591796875
sxk3r7,1551083,41.02020263671875,28.8006591796875
sxk3r8,6604593,41.00372314453125,28.8116455078125
sxk3r9,9130767,41.00921630859375,28.8116455078125
sxk3rb,1559874,41.00372314453125,28.8226318359375
sxk3rc,2725143,41.00921630859375,28.8226318359375
sxk3rd,6315996,41.01470947265625,28.8116455078125
sxk3re,6455416,41.02020263671875,28.8116455078125
sxk3rf,4075042,41.01470947265625,28.8226318359375
sxk3rg,2482533,41.02020263671875,28.8226318359375
sxk3rh,2784432,41.02569580078125,28.7896728515625
sxk3rj,3217445,41.03118896484375,28.7896728515625
sxk3rk,1237706,41.02569580078125,28.8006591796875
sxk3rm,3602639,41.03118896484375,28.8006591796875
sxk3rn,2916771,41.03668212890625,28.7896728515625
sxk3rp,1206020,41.04217529296875,28.7896728515625
sxk3rq,1618906,41.03668212890625,28.8006591796875
sxk3rr,2050761,41.04217529296875,28.8006591796875
sxk3rs,11882100,41.02569580078125,28.8116455078125
sxk3rt,9849256,41.03118896484375,28.8116455078125
sxk3ru,1306772,41.02569580078125,28.8226318359375
sxk3rv,2295074,41.03118896484375,28.8226318359375
sxk3rw,8379651,41.03668212890625,28.8116455078125
sxk3rx,9264615,41.04217529296875,28.8116455078125
sxk3ry,1504408,41.03668212890625,28.8226318359375
sxk3rz,1705396,41.04217529296875,28.8226318359375
sxk3s1,685735,41.05316162109375,28.6578369140625
sxk3s2,1780898,41.04766845703125,28.6688232421875
sxk3s3,7775927,41.05316162109375,28.6688232421875
sxk3s4,5323057,41.05865478515625,28.6578369140625
sxk3s5,3238418,41.06414794921875,28.6578369140625
sxk3s6,1894215,41.05865478515625,28.6688232421875
sxk3s7,2628619,41.06414794921875,28.6688232421875
sxk3s8,1478162,41.04766845703125,28.6798095703125
sxk3s9,8946995,41.05316162109375,28.6798095703125
sxk3sb,6045890,41.04766845703125,28.6907958984375
sxk3sc,3357519,41.05316162109375,28.6907958984375
sxk3sd,268349,41.05865478515625,28.6798095703125
sxk3se,1789489,41.06414794921875,28.6798095703125
sxk3sf,8142954,41.05865478515625,28.6907958984375
sxk3sg,617144,41.06414794921875,28.6907958984375
sxk3sh,1581093,41.06964111328125,28.6578369140625
sxk3sj,1609813,41.07513427734375,28.6578369140625
sxk3sk,862532,41.06964111328125,28.6688232421875
sxk3sn,1194873,41.08062744140625,28.6578369140625
sxk3su,1612130,41.06964111328125,28.6907958984375
sxk3sv,1011375,41.07513427734375,28.6907958984375
sxk3t3,5187118,41.05316162109375,28.7127685546875
sxk3t4,9575785,41.05865478515625,28.7017822265625
sxk3t5,1176947,41.06414794921875,28.7017822265625
sxk3t6,6850367,41.05865478515625,28.7127685546875
sxk3t9,10282578,41.05316162109375,28.7237548828125
sxk3tc,316980,41.05316162109375,28.7347412109375
sxk3td,1550459,41.05865478515625,28.7237548828125
sxk3tf,9422182,41.05865478515625,28.7347412109375
sxk3tg,2839435,41.06414794921875,28.7347412109375
sxk3w2,773192,41.04766845703125,28.7567138671875
sxk3w3,1031689,41.05316162109375,28.7567138671875
sxk3w4,3695515,41.05865478515625,28.7457275390625
sxk3w5,10254206,41.06414794921875,28.7457275390625
sxk3w6,7333667,41.05865478515625,28.7567138671875
sxk3w7,4968013,41.06414794921875,28.7567138671875
sxk3wb,1212832,41.04766845703125,28.7786865234375
sxk3wc,769025,41.05316162109375,28.7786865234375
sxk3wd,505556,41.05865478515625,28.7677001953125
sxk3we,9531301,41.06414794921875,28.7677001953125
sxk3wf,952003,41.05865478515625,28.7786865234375
sxk3wg,9495171,41.06414794921875,28.7786865234375
sxk3ws,734231,41.06964111328125,28.7677001953125
sxk3wt,718660,41.07513427734375,28.7677001953125
sxk3ww,978363,41.08062744140625,28.7677001953125
sxk3wz,763488,41.08612060546875,28.7786865234375
sxk3x0,1956553,41.04766845703125,28.7896728515625
sxk3x1,2567010,41.05316162109375,28.7896728515625
sxk3x2,3787164,41.04766845703125,28.8006591796875
sxk3x3,1165995,41.05316162109375,28.8006591796875
sxk3x4,2517685,41.05865478515625,28.7896728515625
sxk3x5,11261240,41.06414794921875,28.7896728515625
sxk3x6,1377610,41.05865478515625,28.8006591796875
sxk3x7,12364029,41.06414794921875,28.8006591796875
sxk3x8,11660895,41.04766845703125,28.8116455078125
sxk3x9,8571897,41.05316162109375,28.8116455078125
sxk3xb,2749709,41.04766845703125,28.8226318359375
sxk3xc,1742993,41.05316162109375,28.8226318359375
sxk3xd,14559200,41.05865478515625,28.8116455078125
sxk3xe,15182395,41.06414794921875,28.8116455078125
sxk3xf,1462266,41.05865478515625,28.8226318359375
sxk3xg,9603575,41.06414794921875,28.8226318359375
sxk3xh,2048625,41.06964111328125,28.7896728515625
sxk3xj,2664338,41.07513427734375,28.7896728515625
sxk3xn,2397204,41.08062744140625,28.7896728515625
sxk3xp,1432066,41.08612060546875,28.7896728515625
sxk3xq,813043,41.08062744140625,28.8006591796875
sxk3xr,2769297,41.08612060546875,28.8006591796875
sxk3xs,8692335,41.06964111328125,28.8116455078125
sxk3xt,6433058,41.07513427734375,28.8116455078125
sxk3xu,2567822,41.06964111328125,28.8226318359375
sxk3xw,6117872,41.08062744140625,28.8116455078125
sxk3xx,4342192,41.08612060546875,28.8116455078125
sxk3yg,707425,41.10809326171875,28.7786865234375
sxk3z0,2235113,41.09161376953125,28.7896728515625
sxk3z1,1982413,41.09710693359375,28.7896728515625
sxk3z2,1979715,41.09161376953125,28.8006591796875
sxk3z4,1059888,41.10260009765625,28.7896728515625
sxk3z5,504150,41.10809326171875,28.7896728515625
sxk3z6,1387365,41.10260009765625,28.8006591796875
sxk3z7,1202825,41.10809326171875,28.8006591796875
sxk3z8,3817223,41.09161376953125,28.8116455078125
sxk3z9,3621047,41.09710693359375,28.8116455078125
sxk3zd,3560583,41.10260009765625,28.8116455078125
sxk3ze,2920357,41.10809326171875,28.8116455078125
sxk3zr,2485248,41.13006591796875,28.8006591796875
sxk3zs,3503277,41.11358642578125,28.8116455078125
sxk3zt,2989926,41.11907958984375,28.8116455078125
sxk3zw,3351153,41.12457275390625,28.8116455078125
sxk3zx,1752685,41.13006591796875,28.8116455078125
