GEOHASH,LATITUDE,LONGITUDE,ISO3166-2-lvl4,aeroway,amenity,building,city,city_district,club,commercial,country,country_code,county,craft,district,farm,healthcare,highway,historic,house_number,industrial,landuse,leisure,locality,man_made,military,municipality,neighbourhood,office,postcode,province,quarter,railway,region,residential,road,shop,suburb,tourism,town,village,data_amount
sxkdk9,41.184998,29.031372,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34450.0,İstanbul,,,Marmara Bölgesi,,Aladağ Sk.,,Maden Mahallesi,,Sarıyer,,389
sxk1cy,41.124573,28.207397,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34570.0,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Alipaşa Mahallesi,27196
sxk1cw,41.124573,28.196411,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34582.0,İstanbul,,,Marmara Bölgesi,,Kınalı Kavşağı,,,,Silivri,Küçük Kılıçlı Mahallesi,26960
sxk1cq,41.124573,28.185425,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34582.0,İstanbul,,,Marmara Bölgesi,,Kınalı Kavşağı,,,,Silivri,Alipaşa Mahallesi,25836
sxk458,41.13556,28.284302,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34570.0,İstanbul,,,Marmara Bölgesi,,,,Yeni Mahalle,,Silivri,,23315
sxk4hd,41.146545,28.328247,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34592.0,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,,,Silivri,Akören Mahallesi,27249
sxk4jh,41.15753,28.35022,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34592.0,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,,,Silivri,Kadıköy Mahallesi,27037
sxk4j5,41.15204,28.35022,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34592.0,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,,,Silivri,Kadıköy Mahallesi,26447
sxk4hg,41.15204,28.339233,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34592.0,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,,,Silivri,Akören Mahallesi,27135
sxkc16,40.970764,29.240112,TR-34,,,Rings İstanbul,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34885.0,İstanbul,,,Marmara Bölgesi,,Küçük,,Veysel Karani Mahallesi,,Sancaktepe,,452
sxk4nn,41.168518,28.394165,TR-34,,,,,,,,Türkiye,tr,,,,Eroğlu Çiftliği,,,,,,,,,,,,,,34540.0,İstanbul,,,Marmara Bölgesi,,Çatalca-1 Tüneli,,,,Çatalca,İnceğiz Mahallesi,1783
sxk459,41.141052,28.284302,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34582.0,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Fener Mahallesi,26878
sxk4he,41.15204,28.328247,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34592.0,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,,,Silivri,Akören Mahallesi,22663
sxk8zu,40.937805,29.174194,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34858.0,İstanbul,,,Marmara Bölgesi,,Büyükbakkalköy Mah.,,Büyükbakkalköy Mahallesi,,Maltepe,,1525
sxk914,40.970764,28.877563,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34158.0,İstanbul,,,Marmara Bölgesi,,,,Ataköy 1. Kısım Mahallesi,,Bakırköy,,29
sxkbmc,40.833435,29.437866,TR-41,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,41435.0,Kocaeli,,,Marmara Bölgesi,,,,Güzeller Mahallesi,,Gebze,,169
sxk1cz,41.130066,28.207397,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34582.0,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Küçük Kılıçlı Mahallesi,18188
sxk1ry,41.036682,28.47107,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34530.0,İstanbul,,,Marmara Bölgesi,,,,Kumburgaz Mahallesi,,Büyükçekmece,,502
sxk449,41.141052,28.240356,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34582.0,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Fener Mahallesi,17443
sxk4jk,41.15753,28.361206,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34592.0,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Kadıköy Mahallesi,26792
sxkbe6,40.882874,29.328003,TR-34,,,,,Aydınlı Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34953.0,İstanbul,,,Marmara Bölgesi,,Namdar Sokağı,,,,Tuzla,,13243
sxk6q6,41.19049,28.756714,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34285.0,İstanbul,,,Marmara Bölgesi,,,,Anadolu Mahallesi,,Arnavutköy,,62
sxk9vx,41.130066,29.075317,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,Tarabya Plajı,,,,,,34457.0,İstanbul,,,Marmara Bölgesi,,,,Tarabya Mahallesi,,Sarıyer,,142
sxk9xf,41.058655,29.174194,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34830.0,İstanbul,,,Marmara Bölgesi,,,,Yavuz Selim Mahallesi,,Beykoz,,45
sxk44b,41.13556,28.251343,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34582.0,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Alipaşa Mahallesi,17198
sxk6x9,41.228943,28.811646,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,Coşkun Sucukları,,,,,,,,34076.0,İstanbul,,,Marmara Bölgesi,,Kirazlı Sokak,,,,Eyüpsultan,Işıklar Mahallesi,63
sxk4h4,41.146545,28.306274,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34592.0,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Akören Mahallesi,1028
sxk1fn,41.124573,28.218384,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,Fethi Erkoç Sitesi,,34570.0,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Alipaşa Mahallesi,8933
sxk68f,41.234436,28.515015,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34540.0,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Örcünlü Mahallesi,20
sxk452,41.13556,28.273315,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34570.0,İstanbul,,,Marmara Bölgesi,,,,Yeni Mahalle,,Silivri,,659
sx7fv9,41.27289,28.02063,TR-59,,,,,İstasyon Mahallesi,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,,,,59500.0,,,,Marmara Bölgesi,Güneş İnş. A.Ş. Sun Valley Sarayları,,,İstasyon,,Çerkezköy,,25
sxk4hf,41.146545,28.339233,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34592.0,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,,,Silivri,Akören Mahallesi,4325
sxm41j,41.163025,29.580688,TR-34,,,,,Kumbaba Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34980.0,İstanbul,,,Marmara Bölgesi,,,,Kumbaba,,Şile,,8
sxk67j,41.20697,28.613892,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Arnavutköy,Dursunköy Mahallesi,35
sxk97b,41.003723,28.998413,TR-34,,,,İstanbul,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34122.0,İstanbul,,,Marmara Bölgesi,,Avrasya Tüneli,,Sultan Ahmet Mahallesi,,Fatih,,10
sxkc86,41.058655,29.196167,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34782.0,İstanbul,,,Marmara Bölgesi,,,,Yavuz Selim Mahallesi,,Beykoz,,1
sxkbe9,40.87738,29.33899,TR-34,,,,,Aydınlı Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34953.0,İstanbul,,,Marmara Bölgesi,,Aydınlı Yolu Caddesi,,Aydınlı,,Tuzla,,16024
sxkb6j,40.855408,29.273071,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34903.0,İstanbul,,,Marmara Bölgesi,,Haydar Sk.,,Güzelyalı Mahallesi,,Pendik,,15962
sxkbe3,40.87738,29.328003,TR-34,,,,,Aydınlı Mahallesi,,,Türkiye,tr,,,,,,,,30,,,,,,,,,,34953.0,İstanbul,,,Marmara Bölgesi,,Mor Sk.,,Aydınlı,,Tuzla,,15951
sxkbef,40.882874,29.349976,TR-34,,,,,Orhanlı Mahallesi,,,Türkiye,tr,,,,,,,,,İstanbul Deri Organize Sanayi Bölgesi,,,,,,,,,34956.0,İstanbul,,,Marmara Bölgesi,,Gergef Sokak,,Orhanlı,,Tuzla,,16021
sxk94x,40.99823,28.943481,TR-34,,Dr. Mimar Kadir Topbaş Gösteri ve Sanat Merkezi,,İstanbul,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34096.0,İstanbul,,,Marmara Bölgesi,,Kennedy Caddesi,,Cerrahpaşa Mahallesi,,Fatih,,15637
sxkbey,40.904846,29.349976,TR-34,,,,,Orhanlı Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34956.0,İstanbul,,,Marmara Bölgesi,,,,Orhanlı,,Tuzla,,15961
sxkbeu,40.89386,29.349976,TR-34,,,,,Mescit Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34956.0,İstanbul,,,Marmara Bölgesi,,Zeynep Sokak,,Mescit,,Tuzla,,16024
sxkb7x,40.866394,29.33899,TR-34,,,Oruç Reis İlkokulu,,Aydınlı Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34953.0,İstanbul,,,Marmara Bölgesi,,Kapususz Sokak,,Aydınlı,,Tuzla,,16020
sxkbsh,40.89386,29.360962,TR-34,,,,,Orhanlı Mahallesi,,,Türkiye,tr,,,,,,,,17,,,,,Satmak Kumlama,,,,,34956.0,İstanbul,,,Marmara Bölgesi,,Dostane Sk.,,Orhanlı,,Tuzla,,16019
sxkbvn,40.94879,29.404907,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34959.0,İstanbul,,,Marmara Bölgesi,,Göçbeyli Bulvarı,,Akfırat Mahallesi,,Tuzla,,15414
sxkb7j,40.855408,29.317017,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34947.0,İstanbul,,,Marmara Bölgesi,,Aydınlı Yolu Caddesi,,Aydıntepe Mahallesi,,Tuzla,,16022
sxkbev,40.899353,29.349976,TR-34,,,,,Mescit Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34956.0,İstanbul,,,Marmara Bölgesi,,Şehitlik Caddesi,,Mescit,,Tuzla,,15993
sxkb6w,40.8609,29.295044,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34903.0,İstanbul,,,Marmara Bölgesi,,Çiçek Dağı Sk.,,Esenyalı Mahallesi,,Pendik,,16015
sxkb7r,40.866394,29.328003,TR-34,,,,,Aydınlı Mahallesi,,,Türkiye,tr,,,,,,,,39,,,,,,,,,,34953.0,İstanbul,,,Marmara Bölgesi,,Başkomutan Caddesi,,Aydınlı,,Tuzla,,16014
sxkb72,40.82794,29.328003,TR-34,,,,,İstasyon Mahallesi,,,Türkiye,tr,,,,,,Piyade Okulu,,,,,,,,,,,,34940.0,İstanbul,,,Marmara Bölgesi,,Şehitler Caddesi,,Istasyon,,Tuzla,,15999
sxkbeg,40.888367,29.349976,TR-34,,,,,Mescit Mahallesi,,,Türkiye,tr,,,,,,,,17/A,,,,,,,,,Aras Kargo Orhanlı Kurumsal Şubesi,34956.0,İstanbul,,,Marmara Bölgesi,,İnkılap Cd.,,Mescit,,Tuzla,,16022
sxkbe2,40.871887,29.328003,TR-34,,,Prestij,,Aydınlı Mahallesi,,,Türkiye,tr,,,,,,,,42,,,,,,,,,,34953.0,İstanbul,,,Marmara Bölgesi,,Filiz Sk.,,Aydınlı,,Tuzla,,16026
sxkc1r,40.99823,29.240112,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34887.0,İstanbul,,,Marmara Bölgesi,,Nene Hatun Sokak,,Abdurrahmangazi Mahallesi,,Sancaktepe,,13372
sxkb7n,40.8609,29.317017,TR-34,,,,,Aydınlı Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,Aydınlı Et Kombinası,,,,,34953.0,İstanbul,,,Marmara Bölgesi,,Dostlar Sk.,,Aydınlı,,Tuzla,,16013
sxkc1p,40.99823,29.229126,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34887.0,İstanbul,,,Marmara Bölgesi,,Mersin Sokağı,,Abdurrahmangazi Mahallesi,,Sancaktepe,,16015
sxkb7z,40.866394,29.349976,TR-34,,,,,Aydınlı Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34953.0,İstanbul,,,Marmara Bölgesi,,Hal Yolu Caddesi,,,,Tuzla,,15707
sxkb6e,40.84442,29.295044,TR-34,,Tuzla Termal Tesisleri,,,,,,Türkiye,tr,,,,,,,,6,,,,,,,,,,34944.0,İstanbul,,,Marmara Bölgesi,,Mustafa Kemal Caddesi,,Evliya Çelebi Mahallesi,,Tuzla,,16026
sxkbe8,40.871887,29.33899,TR-34,,,,,Aydınlı Mahallesi,,,Türkiye,tr,,,,,,,,,İstanbul Deri Organize Sanayi Bölgesi - Yan Sanayi,,,,,,,,,34953.0,İstanbul,,,Marmara Bölgesi,,Keratin Sk.,,Aydınlı,,Tuzla,,16015
sxkbuy,40.94879,29.39392,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34959.0,İstanbul,,,Marmara Bölgesi,,İstanbul Park Formula-1,,Akfırat Mahallesi,,Tuzla,Ballıca Mahallesi,15687
sxk9ry,41.036682,29.174194,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34782.0,İstanbul,,,Marmara Bölgesi,,Çavuşbaşı Caddesi,Sıcak Fırın Cafe,Merkez Mahallesi,,Çekmeköy,,15862
sxkbsq,40.904846,29.371948,TR-34,,,,,Anadolu Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34956.0,İstanbul,,,Marmara Bölgesi,,Gülbahar Sk.,,Anadolu,,Tuzla,,15968
sxkb7q,40.8609,29.328003,TR-34,,,,,Aydınlı Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34953.0,İstanbul,,,Marmara Bölgesi,,Aydınlı Yolu Caddesi,,Aydınlı,,Tuzla,,16025
sxkb5p,40.82245,29.317017,TR-34,,,,,Cami Mahallesi,,,Türkiye,tr,,,,,,Galatasaraylılar Sitesi,,,,,,,,,,,,34940.0,İstanbul,,,Marmara Bölgesi,,Oğuzhan Sk.,,Cami,,Tuzla,,15772
sxkb9g,40.888367,29.262085,TR-34,,,Pendik Engelsiz Yaşam Bakım Rehabilitasyon Ve Aile Danışma Merkezi,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34899.0,İstanbul,,,Marmara Bölgesi,,Hasret Sokağı,,Fevzi Çakmak Mahallesi,,Pendik,,16024
sxkbez,40.91034,29.349976,TR-34,,Omsan Lojistik Orhanlı Park Sahası,,,Orhanlı Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34956.0,İstanbul,,,Marmara Bölgesi,,O-4,,Orhanlı,,Tuzla,,15565
sxkbex,40.91034,29.33899,TR-34,,,,,Orhanlı Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34956.0,İstanbul,,,Marmara Bölgesi,,Çardak Sokağı,,,,Tuzla,,16004
sxkb5r,40.82245,29.328003,TR-34,,,,,İstasyon Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34940.0,İstanbul,,,Marmara Bölgesi,,Şehitler Caddesi,,Istasyon,,Tuzla,,15963
sxkbew,40.904846,29.33899,TR-34,,,,,Mescit Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34956.0,İstanbul,,,Marmara Bölgesi,,Halk Caddesi,,Mescit,,Tuzla,,15972
sxkb7h,40.849915,29.317017,TR-34,,,,,Aydınlı Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34953.0,İstanbul,,,Marmara Bölgesi,,Tuzla,,,,Tuzla,,15410
sxkbvr,40.954285,29.415894,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34959.0,İstanbul,,,Marmara Bölgesi,,Göçbeyli Bulvarı,,Akfırat Mahallesi,,Tuzla,,12274
sxkbvj,40.9433,29.404907,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34959.0,İstanbul,,,Marmara Bölgesi,,Fatih Sultan Mehmet Bulvarı,,Akfırat Mahallesi,,Tuzla,,15468
sxkbv6,40.92682,29.415894,TR-34,,,,,,,,Türkiye,tr,,,,,,,,16,,,,,,,,,,34959.0,İstanbul,,,Marmara Bölgesi,,18. Sokak,,Akfırat Mahallesi,,Tuzla,,12972
sx7ftv,41.250916,28.031616,TR-59,,,,,,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,,,,59500.0,,,,Marmara Bölgesi,,,,Cumhuriyet Mahallesi,,Çerkezköy,,4
sxkbuz,40.954285,29.39392,TR-34,,Okan Üniversitesi,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34959.0,İstanbul,,,Marmara Bölgesi,,Ballıca Yolu Caddesi,,Tepeören Mahallesi,,Tuzla,,12382
sxk9cf,41.1026,28.910522,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34260.0,İstanbul,,,Marmara Bölgesi,,,,Zübeyde Hanım Mahallesi,,Sultangazi,,14983
sxkbvk,40.937805,29.415894,TR-34,,,,,,,,Türkiye,tr,,,,,,İstanbul Park,,,,,,,,,,,,34959.0,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,Akfırat Mahallesi,,Tuzla,,14985
sxkbed,40.882874,29.33899,TR-34,,,,,Aydınlı Mahallesi,,,Türkiye,tr,,,,,,,,60,,,,,,,,,,34953.0,İstanbul,,,Marmara Bölgesi,,Süheyla Sk.,,,,Tuzla,,14608
sxkbvh,40.937805,29.404907,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34959.0,İstanbul,,,Marmara Bölgesi,,Fatih Sultan Mehmet Bulvarı,,Akfırat Mahallesi,,Tuzla,,15370
sxkb5n,40.816956,29.317017,TR-34,,,,,Cami Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34940.0,İstanbul,,,Marmara Bölgesi,,,,Cami,,Tuzla,,12454
sxkb6r,40.866394,29.284058,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34903.0,İstanbul,,,Marmara Bölgesi,,Ayçiçek Sokağı,,Güzelyalı Mahallesi,,Pendik,,7125
sxkbfr,40.954285,29.284058,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34925.0,İstanbul,,,Marmara Bölgesi,,Petrol Yolu Caddesi,Boyasız,Hamidiye Mahallesi,,Sultanbeyli,,260
sxkbvp,40.954285,29.404907,TR-34,,,İstanbul Park,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34959.0,İstanbul,,,Marmara Bölgesi,,İstanbul Park Formula-1,,Akfırat Mahallesi,,Tuzla,,3272
sxkb6v,40.855408,29.30603,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34947.0,İstanbul,,,Marmara Bölgesi,,,,Aydıntepe Mahallesi,,Tuzla,,447
sxk604,41.146545,28.482056,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,Ferhatpaşa Mahallesi,,Çatalca,,348
sxk8y9,40.921326,29.119263,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34844.0,İstanbul,,,Marmara Bölgesi,,Marmara Denizi,,Yalı Mahallesi,,Maltepe,,499
sxkd19,41.141052,28.899536,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34075.0,İstanbul,,,Marmara Bölgesi,,,,Mithatpaşa Mahallesi,,Eyüpsultan,,433
sxm1zk,41.113586,29.855347,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,Göçe Yeniköy,,34990.0,İstanbul,,,Marmara Bölgesi,,,,,,Şile,Göçe Mahallesi,1
sxk1eh,41.06964,28.26233,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34570.0,İstanbul,,,Marmara Bölgesi,,,,Cumhuriyet Mahallesi,,Silivri,,1
sxm40h,41.15753,29.536743,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34980.0,İstanbul,,,Marmara Bölgesi,,,,,,Şile,Kızılcaköy Mahallesi,1
sx7fus,41.289368,27.976685,TR-59,,,,,,,,Türkiye,tr,,,Tekirdağ,,,,,,Çerkezköy Organize Sanayi Bölgesi,,,,,,,,,59500.0,,,,Marmara Bölgesi,,7. Cadde,,Yıldırım Beyazıt Mahallesi,,Çerkezköy,,1
sxkdpc,41.141052,29.174194,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34829.0,İstanbul,,,Marmara Bölgesi,,Fatih Sultan Caddesi,,,,Beykoz,Zerzavatçı Mahallesi,1
sxkd76,41.19049,28.97644,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34473.0,İstanbul,,,Marmara Bölgesi,,,,Bahçeköy Merkez Mahallesi,,Sarıyer,,1
sxhzuk,40.762024,29.371948,TR-41,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,41700.0,Kocaeli,,,Marmara Bölgesi,,,,Cami Mahallesi,,Darıca,,1
sx7gj2,41.31134,28.009644,TR-59,,Başakşehir Okulları,,,,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,,,,59500.0,,,,Marmara Bölgesi,Çerkezköy,Çerkezköy Çevre Yolu,,Gazi Mustafa Kemal Paşa Mahallesi,,Çerkezköy,,1
sxk5tc,41.404724,28.383179,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,,,Çatalca,Karacaköy Merkez Mahallesi,1
sx7fwx,41.2619,28.064575,TR-34,,,,,İstasyon Mahallesi,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,,,,34594.0,İstanbul,,,Marmara Bölgesi,,İstanbul Caddesi,,,,Silivri,Büyük Çavuşlu Mahallesi,1
sxk32y,41.036682,28.515015,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34537.0,İstanbul,,,Marmara Bölgesi,Tepekent,,,Türkoba Mahallesi,,Büyükçekmece,,1
sxhzun,40.77301,29.360962,TR-41,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,41700.0,Kocaeli,,,Marmara Bölgesi,,,,Piri Reis Mahallesi,,Darıca,,1
sxk5uj,41.470642,28.306274,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34540.0,İstanbul,,,Marmara Bölgesi,,Karacaköy - Yalıköy Yolu,,,,Çatalca,Yalıköy Mahallesi,1
sxk370,41.003723,28.613892,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34500.0,İstanbul,,,Marmara Bölgesi,,Yalı 1 Sokağı,,Pınartepe Mahallesi,,Büyükçekmece,,1
sxkc2h,41.025696,29.18518,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34782.0,İstanbul,,,Marmara Bölgesi,,Şener Sokağı,,Hamidiye Mahallesi,,Çekmeköy,,1
sxk4t9,41.228943,28.372192,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34540.0,İstanbul,,,Marmara Bölgesi,,Alasya Sokağı,,,,Çatalca,Kabakça Mahallesi,1
sx7gwx,41.437683,28.064575,TR-59,,,,Küçükyoncalı Mahallesi,,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,Saray,,,,,,,Marmara Bölgesi,,Eski İstanbul Kırklareli Yolu,,,,,,1
sxk48p,41.2619,28.130493,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34594.0,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Çayırdere Mahallesi,1
sxk1s4,41.058655,28.306274,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34590.0,İstanbul,,,Marmara Bölgesi,,,,Selimpaşa Mahallesi,,Silivri,,1
sxhzvj,40.767517,29.404907,TR-41,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,41700.0,Kocaeli,,,Marmara Bölgesi,,,,Fevziçakmak Mahallesi,,Darıca,Eskihisar Mahallesi,1
sxkbmf,40.83893,29.437866,TR-41,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,41435.0,Kocaeli,,,Marmara Bölgesi,,,,Güzeller Mahallesi,,Gebze,,1
sxk375,41.020203,28.613892,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34500.0,İstanbul,,,Marmara Bölgesi,,,,Cumhuriyet Mahallesi,,Büyükçekmece,,1
sxkf3u,41.201477,29.262085,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,Riva Mahallesi,,Beykoz,,1
sxk3fh,41.113586,28.569946,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,Mehmet Selim Kiraz Anısına Hatıra Ormanı,,,,,,34500.0,İstanbul,,,Marmara Bölgesi,,,,Karaağaç Mahallesi,,Büyükçekmece,,1
sxk34u,40.98175,28.602905,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34528.0,İstanbul,,,Marmara Bölgesi,,Dede Korkut Caddesi,,Gürpınar Mahallesi,,Beylikdüzü,,1
sx7czu,41.113586,28.119507,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34582.0,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Çeltik Mahallesi,1
sxk3cq,41.124573,28.536987,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34537.0,İstanbul,,,Marmara Bölgesi,,,,Ferhatpaşa Mahallesi,,Çatalca,Bahşayiş Mahallesi,1
sxk1gb,41.091614,28.295288,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34570.0,İstanbul,,,Marmara Bölgesi,,,,Yeni Mahalle,,Silivri,,1
sxk4b2,41.267395,28.14148,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34594.0,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Çayırdere Mahallesi,1
sxkbhx,40.82245,29.382935,TR-41,,,,,Adem Yavuz Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,41.0,Kocaeli,,,Marmara Bölgesi,,,,Adem Yavuz,,Gebze,,1
