GEOHASH,LATITUDE,LONGITUDE,ISO3166-2-lvl4,aeroway,amenity,building,city,city_district,club,commercial,country,country_code,county,craft,district,farm,healthcare,highway,historic,house_number,industrial,landuse,leisure,locality,man_made,military,municipality,neighbourhood,office,postcode,province,quarter,railway,region,residential,road,shop,suburb,tourism,town,village,data_amount,label,centroid_lat,centroid_lon
sxk1ft,41.11908,28.240356,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34570.0,İstanbul,,,Marmara Bölgesi,,Avrupa Otoyolu,,,,Silivri,Alipaşa Mahallesi,28405,3,41.13532592121212,28.101396066666666
sxk8ys,40.937805,29.119263,TR-34,,İdealtepe Eczanesi,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34841.0,İstanbul,,,Marmara Bölgesi,,Büyük Tur Yolu Sokağı,,İdealtepe Mahallesi,,Maltepe,,28464,1,41.01326673253012,29.157119156626507
sxk6u3,41.27289,28.668823,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,Germe,,34277.0,İstanbul,,,Marmara Bölgesi,,,,,,Arnavutköy,Baklalı Mahallesi,28172,0,41.098710162679424,28.528366459330144
sxk936,41.01471,28.88855,TR-34,,,,,,,,Türkiye,tr,,,,,,,,No:13/A,,,,,,,,,,34040.0,İstanbul,Merter,,Marmara Bölgesi,,Zeki Sokağı,Nero & Bianco - Depo,Mehmet Nesih Özmen Mahallesi,,Güngören,,28472,4,41.07751961042184,28.96092865508685
sxkbsb,40.871887,29.39392,TR-41,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,41435.0,Kocaeli,,,Marmara Bölgesi,,Şekerpınar Kavşağı,,Cumhuriyet Mahallesi,,Çayırova,,28509,2,40.89860279512195,29.325698585365853
sxk924,41.01471,28.833618,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34197.0,İstanbul,,,Marmara Bölgesi,,,,Yenibosna Merkez Mahallesi,,Bahçelievler,,28487,5,41.07883557857143,28.785801545238094
sxk9sx,41.08612,29.031372,TR-34,,,Alkent,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34335.0,İstanbul,,,Marmara Bölgesi,Alkent,Yasemen Sokağı,,Akat Mahallesi,,Beşiktaş,,28140,4,41.07751961042184,28.96092865508685
sxk9rj,41.03119,29.141235,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34771.0,İstanbul,,,Marmara Bölgesi,,Dere Caddesi,,Ihlamurkuyu Mahallesi,,Ümraniye,,28489,1,41.01326673253012,29.157119156626507
sxk3zt,41.11908,28.811646,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34480.0,İstanbul,,,Marmara Bölgesi,,Alparslan Türkeş Bulvarı,,Başak Mahallesi,,Başakşehir,,28490,5,41.07883557857143,28.785801545238094
sxk92w,41.036682,28.85559,TR-34,,Hey Saran Cafe 1,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34200.0,İstanbul,,,Marmara Bölgesi,,12. Sokak,,Sancaktepe Mahallesi,,Bağcılar,,28484,5,41.07883557857143,28.785801545238094
sxkc0z,40.99823,29.21814,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34885.0,İstanbul,,,Marmara Bölgesi,,Osmangazi Caddesi,,Eyüp Sultan Mahallesi,,Sancaktepe,,28468,1,41.01326673253012,29.157119156626507
sxk9dt,41.075134,28.943481,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34065.0,İstanbul,,,Marmara Bölgesi,,Gaziosmanpaşa Caddesi,,Esentepe Mahallesi,,Eyüpsultan,,28495,4,41.07751961042184,28.96092865508685
sxkbk7,40.84442,29.371948,TR-41,,,,,Mimar Sinan Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34950.0,Kocaeli,,,Marmara Bölgesi,,İsmet İnönü Caddesi,,Cumhuriyet Mahallesi,,Çayırova,,28486,2,40.89860279512195,29.325698585365853
sxk3px,40.99823,28.811646,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34149.0,İstanbul,,,Marmara Bölgesi,,D100 Yanyol,,Yeşilköy Mahallesi,,Bakırköy,,28512,5,41.07883557857143,28.785801545238094
sxk969,41.009216,28.943481,TR-34,,Haseki Sağlık Eczanesi,,İstanbul,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34096.0,İstanbul,,,Marmara Bölgesi,,Haseki Caddesi,,Haseki Sultan Mahallesi,,Fatih,,28487,4,41.07751961042184,28.96092865508685
sxk6tu,41.245422,28.734741,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34275.0,İstanbul,,,Marmara Bölgesi,,Terminal 2 Kavşağı,,Tayakadın Mahallesi,,Arnavutköy,,28486,5,41.07883557857143,28.785801545238094
sxk93e,41.020203,28.899536,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34220.0,İstanbul,Davutpaşa,,Marmara Bölgesi,,Tozkoparan Sokağı,,Çifte Havuzlar Mahallesi,,Esenler,,28487,4,41.07751961042184,28.96092865508685
sxkbm3,40.833435,29.415894,TR-41,,,GDR Global Kurumsal Tedarik Hiz. ve Tic. Ltd. Şirketi,,Yenikent Mahallesi,,,Türkiye,tr,,,,,,,,295,,,,,,,,,,41420.0,Kocaeli,,,Marmara Bölgesi,,Rahmi Dibek Caddesi,,Akse Mahallesi,,Çayırova,,28360,2,40.89860279512195,29.325698585365853
sxk19m,41.075134,28.185425,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34570.0,İstanbul,,,Marmara Bölgesi,,,,Mimar Sinan Mahallesi,,Silivri,,28337,3,41.13532592121212,28.101396066666666
sxkbgh,40.937805,29.317017,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34912.0,İstanbul,,,Marmara Bölgesi,Park Life Sitesi,Park Life Sitesi,,Yenişehir Mahallesi,,Pendik,,28484,2,40.89860279512195,29.325698585365853
sxk3t5,41.064148,28.701782,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34325.0,İstanbul,Ispartakule,,Marmara Bölgesi,,,,Tahtakale Mahallesi,,Avcılar,,28392,5,41.07883557857143,28.785801545238094
sxk3ex,41.08612,28.635864,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34500.0,İstanbul,,,Marmara Bölgesi,,Avrupa Otoyolu,,Karaağaç Mahallesi,,Büyükçekmece,,28446,0,41.098710162679424,28.528366459330144
sxk9k6,41.01471,29.020386,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34668.0,İstanbul,,,Marmara Bölgesi,,Balcilar Yokuşu,,Zeynep Kamil Mahallesi,,Üsküdar,,28454,4,41.07751961042184,28.96092865508685
sxkcd1,41.05316,29.273071,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34794.0,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu TEM Bağlantısı,,Nişantepe Mahallesi,,Çekmeköy,,28495,1,41.01326673253012,29.157119156626507
sxk3sc,41.05316,28.690796,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34325.0,İstanbul,,,Marmara Bölgesi,,Ardıçlı Mor Salkım Çıkmazı Sokağı,,Yeşilkent Mahallesi,,Avcılar,,28483,5,41.07883557857143,28.785801545238094
sxkc4z,40.99823,29.30603,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34916.0,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,,,Pendik,Emirli Mahallesi,28488,2,40.89860279512195,29.325698585365853
sxk3k3,41.009216,28.668823,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34513.0,İstanbul,,,Marmara Bölgesi,,,,Güzelyurt Mahallesi,,Esenyurt,,28489,5,41.07883557857143,28.785801545238094
sxk9wk,41.06964,29.108276,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34766.0,İstanbul,,,Marmara Bölgesi,,,,Baklacı Mahallesi,,Beykoz,,28502,1,41.01326673253012,29.157119156626507
sx7cht,40.987244,27.976685,TR-59,,,,,,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,,,,,,,,Marmara Bölgesi,,,,Kamaradere Mahallesi,,Marmaraereğlisi,,28417,3,41.13532592121212,28.101396066666666
sxk92x,41.042175,28.85559,TR-34,,ÇAĞDAŞ CAFE,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34200.0,İstanbul,,,Marmara Bölgesi,,2007. Sokak,,Fevzi Çakmak Mahallesi,,Bağcılar,,28491,5,41.07883557857143,28.785801545238094
sxk9hz,40.99823,29.042358,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34722.0,İstanbul,,,Marmara Bölgesi,,Yeniduygu Sokağı,Sadık Gıda,Hasanpaşa Mahallesi,,Kadıköy,,28436,4,41.07751961042184,28.96092865508685
sxk3rr,41.042175,28.80066,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34307.0,İstanbul,,,Marmara Bölgesi,Avrupa Konutları Atakent 2,,,Halkalı Merkez Mahallesi,,Küçükçekmece,,28479,5,41.07883557857143,28.785801545238094
sxk40m,41.163025,28.14148,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34582.0,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Seymen Mahallesi,28319,3,41.13532592121212,28.101396066666666
sxkd1p,41.17401,28.877563,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34077.0,İstanbul,,,Marmara Bölgesi,,,,Göktürk Merkez Mahallesi,,Eyüpsultan,,28489,4,41.07751961042184,28.96092865508685
sxk99v,41.075134,28.910522,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34255.0,İstanbul,,,Marmara Bölgesi,,805. Sokak,,Kazım Karabekir Mahallesi,,Gaziosmanpaşa,,28491,4,41.07751961042184,28.96092865508685
sxk1sg,41.064148,28.339233,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34590.0,İstanbul,,,Marmara Bölgesi,,,,Selimpaşa Mahallesi,,Silivri,,28457,0,41.098710162679424,28.528366459330144
sxk9gj,41.11908,28.965454,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34485.0,İstanbul,,,Marmara Bölgesi,,,,Ayazağa Mahallesi,,Sarıyer,,28050,4,41.07751961042184,28.96092865508685
sxk3x2,41.04767,28.80066,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34307.0,İstanbul,,,Marmara Bölgesi,,Hürriyet Caddesi,,Atatürk Mahallesi,,Küçükçekmece,,28500,5,41.07883557857143,28.785801545238094
sxk9p7,40.976257,29.152222,TR-34,,,,,,,,Türkiye,tr,,,,,,,,11,,,,,,,,,,34755.0,İstanbul,,,Marmara Bölgesi,,Çakmakçı Sokağı,,Kayışdağı Mahallesi,,Ataşehir,,28454,1,41.01326673253012,29.157119156626507
sxk9kv,41.03119,29.042358,TR-34,,İstek Belde Okulları,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34674.0,İstanbul,,,Marmara Bölgesi,,Rasimağa Sokağı,,Kuzguncuk Mahallesi,,Üsküdar,,28494,4,41.07751961042184,28.96092865508685
sxkd1d,41.146545,28.899536,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34075.0,İstanbul,,,Marmara Bölgesi,,,,Mithatpaşa Mahallesi,,Eyüpsultan,,28489,4,41.07751961042184,28.96092865508685
sxk8yu,40.937805,29.130249,TR-34,,,N Blok,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34843.0,İstanbul,,,Marmara Bölgesi,Yaşamkent Sitesi,Öz Sokağı,,Altayçeşme Mahallesi,,Maltepe,,28499,1,41.01326673253012,29.157119156626507
sxk9fb,41.091614,28.954468,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34060.0,İstanbul,,,Marmara Bölgesi,,Mareşal Fevzi Çakmak Caddesi,,5. Levent Mahallesi,,Eyüpsultan,,28499,4,41.07751961042184,28.96092865508685
sxkbsp,40.91034,29.360962,TR-34,,,,,Anadolu Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34956.0,İstanbul,,,Marmara Bölgesi,,Limonçiçeği Sokak,,Anadolu,,Tuzla,,28501,2,40.89860279512195,29.325698585365853
sxk3kd,41.01471,28.67981,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34513.0,İstanbul,,,Marmara Bölgesi,,185. Sokak,,Zafer Mahallesi,,Esenyurt,,28493,5,41.07883557857143,28.785801545238094
sx7cw9,41.05316,28.064575,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34588.0,İstanbul,,,Marmara Bölgesi,,Emirsultan Caddesi,,Gümüşyaka Mahallesi,,Silivri,,28426,3,41.13532592121212,28.101396066666666
sx7cwp,41.08612,28.042603,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34580.0,İstanbul,Çanta,,Marmara Bölgesi,,İstanbul Çorlu Yolu,,Çanta Balaban Mahallesi,,Silivri,,28290,3,41.13532592121212,28.101396066666666
sxk98r,41.08612,28.844604,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34235.0,İstanbul,,,Marmara Bölgesi,,Mahmutbey Caddesi,,Oruçreis Mahallesi,,Esenler,,28429,5,41.07883557857143,28.785801545238094
sxk9jc,40.96527,29.086304,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34740.0,İstanbul,Ayşekadın,,Marmara Bölgesi,,Ayşe Çavuş Caddesi,Şok,Suadiye Mahallesi,,Kadıköy,,28305,1,41.01326673253012,29.157119156626507
sxk92b,41.003723,28.866577,TR-34,,,,,Bahçelievler Mahallesi,,,Türkiye,tr,,,,,,,,67,,,,,,,,,,34180.0,İstanbul,Ünverdi,,Marmara Bölgesi,,Adnan Kahveci Bulvarı,,,,Bahçelievler,,28479,5,41.07883557857143,28.785801545238094
sxkd1q,41.168518,28.88855,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34075.0,İstanbul,,,Marmara Bölgesi,,D020,,Göktürk Merkez Mahallesi,,Eyüpsultan,,28493,4,41.07751961042184,28.96092865508685
sxk3pj,40.987244,28.789673,TR-34,,,,,,,,Türkiye,tr,,,,,,Florya,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,Metrobüs,,Şenlikköy Mahallesi,,Bakırköy,,28507,5,41.07883557857143,28.785801545238094
sxkdrk,41.201477,29.152222,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34829.0,İstanbul,,,Marmara Bölgesi,,Anadolu Feneri Yolu,,,,Beykoz,Anadolufeneri Mahallesi,28367,1,41.01326673253012,29.157119156626507
sxk3c4,41.1026,28.526001,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34537.0,İstanbul,,,Marmara Bölgesi,,Avrupa Otoyolu,,Ferhatpaşa Mahallesi,,Çatalca,Bahşayiş Mahallesi,28481,0,41.098710162679424,28.528366459330144
sxk6pd,41.146545,28.811646,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34285.0,İstanbul,,,Marmara Bölgesi,,,,Boğazköy İstiklal Mahallesi,,Arnavutköy,,28495,5,41.07883557857143,28.785801545238094
sxkb7b,40.82794,29.349976,TR-34,,,,,Şifa Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34950.0,İstanbul,,,Marmara Bölgesi,,Yaman Sokağı,,Şifa,,Tuzla,,28489,2,40.89860279512195,29.325698585365853
sxk9w1,41.05316,29.09729,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34766.0,İstanbul,,,Marmara Bölgesi,,,,Topağacı Mahallesi,,Ümraniye,,28017,1,41.01326673253012,29.157119156626507
sxk99y,41.080627,28.910522,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34255.0,İstanbul,,,Marmara Bölgesi,,827. Cadde,,Kazım Karabekir Mahallesi,,Gaziosmanpaşa,,28503,4,41.07751961042184,28.96092865508685
sxkbsn,40.904846,29.360962,TR-34,,,,,Orhanlı Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34956.0,İstanbul,,,Marmara Bölgesi,,Dürüst Sokak,,Orhanlı,,Tuzla,,28509,2,40.89860279512195,29.325698585365853
sxk9dy,41.080627,28.954468,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34060.0,İstanbul,,,Marmara Bölgesi,,Çiğdem Sokağı,,Güzeltepe Mahallesi,,Eyüpsultan,,28499,4,41.07751961042184,28.96092865508685
sxkbeq,40.904846,29.328003,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34906.0,İstanbul,,,Marmara Bölgesi,,E-80 Bağlantı Yolu,,Sanayi Mahallesi,,Pendik,,28462,2,40.89860279512195,29.325698585365853
sxkbk0,40.82794,29.360962,TR-34,,,,,Şifa Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34950.0,İstanbul,,,Marmara Bölgesi,,Yücelay Sk.,,Şifa,,Tuzla,,28474,2,40.89860279512195,29.325698585365853
sxk19j,41.075134,28.174438,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34570.0,İstanbul,,,Marmara Bölgesi,,,,Semizkumlar Mahallesi,,Silivri,,28424,3,41.13532592121212,28.101396066666666
sxkdhs,41.15753,29.031372,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34453.0,İstanbul,,,Marmara Bölgesi,Özden Sitesi,Akmeşe Sokağı,,Çayırbaşı Mahallesi,,Sarıyer,,28441,4,41.07751961042184,28.96092865508685
sxkbuk,40.937805,29.371948,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34959.0,İstanbul,,,Marmara Bölgesi,,Öztürk Caddesi,,Tepeören Mahallesi,,Tuzla,,28449,2,40.89860279512195,29.325698585365853
sxk6pb,41.13556,28.822632,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34480.0,İstanbul,,,Marmara Bölgesi,,Arnavutköy Habipler Yolu,,Başak Mahallesi,,Başakşehir,,28488,5,41.07883557857143,28.785801545238094
sxk4pg,41.15204,28.47107,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,,,Kaleiçi Mahallesi,,Çatalca,,28275,0,41.098710162679424,28.528366459330144
sx7fty,41.25641,28.031616,TR-59,,,,,,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,,,,59500.0,,,,Marmara Bölgesi,,,,Cumhuriyet Mahallesi,,Çerkezköy,,28380,3,41.13532592121212,28.101396066666666
sxk9qd,41.01471,29.119263,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34760.0,İstanbul,,,Marmara Bölgesi,,Canpolat Sokağı,,Armağanevler Mahallesi,,Ümraniye,,28507,1,41.01326673253012,29.157119156626507
sxk9yy,41.124573,29.130249,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34800.0,İstanbul,,,Marmara Bölgesi,,Kirazlı Yayla Caddesi,,Gümüşsuyu Mahallesi,,Beykoz,,28271,1,41.01326673253012,29.157119156626507
sxkc23,41.009216,29.196167,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34785.0,İstanbul,,,Marmara Bölgesi,,Pam Sokağı,,Meclis Mahallesi,,Sancaktepe,,28478,1,41.01326673253012,29.157119156626507
sxk9tg,41.064148,29.086304,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34688.0,İstanbul,,,Marmara Bölgesi,,Küçüksu Caddesi,,Yeni Mahalle Mahallesi,,Beykoz,,28178,1,41.01326673253012,29.157119156626507
sxk1ct,41.11908,28.196411,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34582.0,İstanbul,,,Marmara Bölgesi,,,,,,Silivri,Alipaşa Mahallesi,28462,3,41.13532592121212,28.101396066666666
sxkb6q,40.8609,29.284058,TR-34,,Güzelyalı Merkez Camii,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34903.0,İstanbul,,,Marmara Bölgesi,,Misak Sokağı,,Güzelyalı Mahallesi,,Pendik,,28500,2,40.89860279512195,29.325698585365853
sxk66w,41.212463,28.591919,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,,,Çatalca,Nakkaş Mahallesi,28458,0,41.098710162679424,28.528366459330144
sxk9bf,41.1026,28.866577,TR-34,,Has Çiğköfte Dünyası,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34265.0,İstanbul,,,Marmara Bölgesi,,2297. Sokak,,Uğur Mumcu Mahallesi,,Sultangazi,,28449,5,41.07883557857143,28.785801545238094
sxk90n,40.992737,28.833618,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34197.0,İstanbul,,,Marmara Bölgesi,,Dumlupınar Caddesi,Yenibosna Koçtaş,Fevzi Çakmak Mahallesi,,Bahçelievler,,28513,5,41.07883557857143,28.785801545238094
sxkbsd,40.882874,29.382935,TR-34,,,Aisin Otomotiv Parçaları San. Tic. A.Ş,,Aydınlı Mahallesi,,,Türkiye,tr,,,,,,,,,İAYOSB,,,,,,,,,34953.0,İstanbul,,,Marmara Bölgesi,,1. Sanayi Caddesi,,,,Tuzla,,28497,2,40.89860279512195,29.325698585365853
sxk1xd,41.058655,28.460083,TR-34,,,,,,,,Türkiye,tr,,,,Altın Çiftlik,,,,,,,,,,,,,,34534.0,İstanbul,,,Marmara Bölgesi,,Avrupa Otoyolu,,Kamiloba Mahallesi,,Büyükçekmece,,28463,0,41.098710162679424,28.528366459330144
sxk6pe,41.15204,28.811646,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34285.0,İstanbul,,,Marmara Bölgesi,,,,Boğazköy İstiklal Mahallesi,,Arnavutköy,,28492,5,41.07883557857143,28.785801545238094
sxk3pp,40.99823,28.789673,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34295.0,İstanbul,,,Marmara Bölgesi,,1. Meriç Sokak,,Gültepe Mahallesi,,Küçükçekmece,,28454,5,41.07883557857143,28.785801545238094
sxkc2b,41.003723,29.21814,TR-34,,,Kemal Türkler Mahallesi Muhtarlığı,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34785.0,İstanbul,,,Marmara Bölgesi,,Çiftlik Sokağı,,Kemal Türkler Mahallesi,,Sancaktepe,,28476,1,41.01326673253012,29.157119156626507
sxkcdq,41.080627,29.284058,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34794.0,İstanbul,,,Marmara Bölgesi,,Kuzey Marmara Otoyolu,,Ömerli Mahallesi,,Çekmeköy,,28494,1,41.01326673253012,29.157119156626507
sxk9ft,41.11908,28.943481,TR-34,,Kıyı Emniyeti Genel Müdürlüğü Hasdal Yerleşkesi,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34075.0,İstanbul,,,Marmara Bölgesi,,Kemerburgaz Yolu,,Mithatpaşa Mahallesi,,Eyüpsultan,,28499,4,41.07751961042184,28.96092865508685
sxk3j7,40.976257,28.712769,TR-34,,,,,Cihangir Mahallesi,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34315.0,İstanbul,,,Marmara Bölgesi,,Mezarlık Sokağı,,Ambarlı Mahallesi,,Avcılar,,28372,5,41.07883557857143,28.785801545238094
sxk9v5,41.108093,29.053345,TR-34,,,BELTUR Sarı köşk restorant,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34467.0,İstanbul,Boyacıköy,,Marmara Bölgesi,,Emirgan Korusu Sokağı,,Emirgan Mahallesi,,Sarıyer,,28244,4,41.07751961042184,28.96092865508685
sxkd1v,41.163025,28.910522,TR-34,,,,,,,,Türkiye,tr,,,,,,Pirinççiköy Yolu,,,,,,,,,,,,34075.0,İstanbul,Kemerburgaz,,Marmara Bölgesi,,Selanik Bulvarı,,Mithatpaşa Mahallesi,,Eyüpsultan,,28304,4,41.07751961042184,28.96092865508685
sxk94n,40.992737,28.921509,TR-34,,Yedikule Fetih Cami,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34020.0,İstanbul,,,Marmara Bölgesi,,Yedikule Mezarlığı Sokağı,,Kazlıçeşme Mahallesi,,Zeytinburnu,,28460,4,41.07751961042184,28.96092865508685
sxkbfw,40.94879,29.295044,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34925.0,İstanbul,,,Marmara Bölgesi,,Akgül Caddesi,,Orhangazi Mahallesi,,Sultanbeyli,,28467,2,40.89860279512195,29.325698585365853
sxk377,41.020203,28.624878,TR-34,,Recep Güngör Anadolu Lisesi,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34500.0,İstanbul,,,Marmara Bölgesi,,Şimşek Sokağı,,Cumhuriyet Mahallesi,,Büyükçekmece,,28504,0,41.098710162679424,28.528366459330144
sxkbum,40.9433,29.371948,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34916.0,İstanbul,,,Marmara Bölgesi,,İstanbul Park Bulvarı,,Tepeören Mahallesi,,Pendik,Kurna Mahallesi,28136,2,40.89860279512195,29.325698585365853
sx7ckf,41.01471,27.98767,TR-59,,,,,,,,Türkiye,tr,,,Tekirdağ,,,,,,,,,,,,,,,,,,,Marmara Bölgesi,,,,,,Marmaraereğlisi,Sultanköy Mahallesi,28411,3,41.13532592121212,28.101396066666666
sxkc39,41.009216,29.251099,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34791.0,İstanbul,,,Marmara Bölgesi,,Mesken Sokağı,,Safa Mahallesi,,Sancaktepe,,28430,1,41.01326673253012,29.157119156626507
sx7fmm,41.20697,28.009644,TR-34,,,,,Kızılpınar Atatürk Mahallesi,,,Türkiye,tr,,,Tekirdağ,,,Ağırmeşe Park Alanı,,,,,,,,,Çorlu,,,34594.0,İstanbul,,,Marmara Bölgesi,,Avrupa Otoyolu,,,,,Seymen Mahallesi,28458,3,41.13532592121212,28.101396066666666
sxk9dj,41.075134,28.921509,TR-34,,,Ocak Apartmanı,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34065.0,İstanbul,,,Marmara Bölgesi,,Şehit Metin Kaya Sokağı,,Yeşilpınar Mahallesi,,Eyüpsultan,,28375,4,41.07751961042184,28.96092865508685
sxk8zq,40.94879,29.152222,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34854.0,İstanbul,,,Marmara Bölgesi,,,,Başıbüyük Mahallesi,,Maltepe,,28297,1,41.01326673253012,29.157119156626507
sxkd2p,41.217957,28.833618,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34076.0,İstanbul,,,Marmara Bölgesi,,Eski Kirazlı Yolu,,,,Eyüpsultan,Işıklar Mahallesi,28500,5,41.07883557857143,28.785801545238094
sxk9hv,40.987244,29.042358,TR-34,,,,,,,,Türkiye,tr,,,,,,,,,,,,,,,,,,34724.0,İstanbul,Ziverbey,,Marmara Bölgesi,,Yıldız Rona Sokağı,,Zühtüpaşa Mahallesi,,Kadıköy,,28465,1,41.01326673253012,29.157119156626507
