Name,LATITUDE,LONGITUDE,road,town,county,province,region,postcode,suburb
METE CADDESİ UATD,41.0367813010001,28.9873669,Mete Caddesi,Beyoğlu,,İstanbul,Marmara Bölgesi,34437,Gümüşsuyu
VADİ TAKSİ DURAĞI,41.208412901,29.0231466,,Sarıyer,,İstanbul,Marmara Bölgesi,34450,Zekeriyaköy Mahallesi
ORUÇLAR TAKSİ,40.9759793050001,29.044619574,Kerim Sokağı,Kadıköy,,İstanbul,Marmara Bölgesi,34726,Fenerbahçe Mahallesi
İSPARK BEŞİKTAŞ LEVENT ÇARŞI CADDESİ,41.0757480010001,29.0152378010001,Büyükdere Caddesi,Beşiktaş,,İstanbul,Marmara Bölgesi,34330,Levent Mahallesi
KERVANCILAR TAKSİ,40.985478738,29.1088583370001,Dere Yolu Sokağı,Ataşehir,,İstanbul,Marmara Bölgesi,34750,Küçükbakkalköy Mahallesi
Çiçek Taksi,41.005799999,28.8805,Kerim Tekin Sokağı,Bahçelievler,,İstanbul,Marmara Bölgesi,34180,
CELALİYE MEYDAN TAKSİ,41.051939201,28.4181774,,Büyükçekmece,,İstanbul,Marmara Bölgesi,34534,Celaliye Mahallesi
YENİBOSNA KAVŞAĞI YAN YOL  BAKIRKÖY İSTİKAMETİ UMUMA AÇIK TAKSİ DURAĞI,40.9919595010001,28.8362634010001,Yenibosna Kavşağı,Bakırköy,,İstanbul,Marmara Bölgesi,34158,Ataköy 7-8-9-10. Kısım Mahallesi
KAĞITHANE TERASEVLER TAKSİ DURAĞI,41.0636701010001,28.9683986,,Kâğıthane,,İstanbul,Marmara Bölgesi,34385,Talatpaşa Mahallesi
MEGA TAKSİ,41.1246461010001,29.0347151,Gazeteciler Sokağı,Sarıyer,,İstanbul,Marmara Bölgesi,34457,Darüşşafaka Mahallesi
KÜÇÜKKÖY ÖZ TAKSİ KOOP,41.0739,28.9025,Hacı Salih Efendi Caddesi,Gaziosmanpaşa,,İstanbul,Marmara Bölgesi,34255,Yeni Mahalle Mahallesi
GÖZTEPE HİZMET TAKSİ,40.979198501,29.0601499,Perçem Sokağı,Kadıköy,,İstanbul,Marmara Bölgesi,34730,Göztepe Mahallesi
CEVİZLİ TAKSİ DURAĞI,40.9104,29.156,Üsküdar Caddesi,Kartal,,İstanbul,Marmara Bölgesi,34862,Atalar Mahallesi
SEKMEN TAKSİ DURAĞI,40.928704001,29.2140643,Yunus Emre Caddesi,Kartal,,İstanbul,Marmara Bölgesi,34882,Uğur Mumcu Mahallesi
ACIBADEM ÇAMLIK TAKSİ,41.137700001,29.0388,Tarabya Bayırı Caddesi,Sarıyer,,İstanbul,Marmara Bölgesi,34457,Tarabya Mahallesi
İSPARK - PENDİK MARİNA AVM ÖNÜ,40.871872201,29.2330319,IDO Pendik Yalova Feribotu Giris,Pendik,,İstanbul,Marmara Bölgesi,34890,Batı Mahallesi
VİLLA TAKSİ,41.031977338,29.1820748160001,Aşıklar Çayırı Sokağı,Çekmeköy,,İstanbul,Marmara Bölgesi,34782,Mimar Sinan Mahallesi
KARTAL KURFALI TAKSİ DURAĞI,40.9001425010001,29.2273913,Abdi İpekçi Caddesi,Kartal,,İstanbul,Marmara Bölgesi,34876,Hürriyet Mahallesi
OSMANİYE MERKEZ TAKSİ DURAĞI,40.993,28.8836,Cami Sokağı,Bakırköy,,İstanbul,Marmara Bölgesi,34146,Osmaniye Mahallesi
STEIGENBERGER TAKSİ,41.0194808320001,28.817847627,Ali Duran Sokağı,Bahçelievler,,İstanbul,Marmara Bölgesi,34197,Yenibosna Merkez Mahallesi
BAHÇEŞEHİR MİGROS TAKSİ DURAAĞI,41.061780701,28.6850561,Esenkent Bahçeşehir Yolu,Başakşehir,,İstanbul,Marmara Bölgesi,34488,Bahçeşehir 2. Kısım Mahallesi
RASATHANE TAKSİ DURAĞI,41.0622000010001,29.066,Alparslan Sokağı,Üsküdar,,İstanbul,Marmara Bölgesi,34684,Küçüksu Mahallesi
ESENTEPE DEDEMAN BEŞİKTAŞ TAKSİ,41.0645,29.009,Yener Sokağı,Beşiktaş,,İstanbul,Marmara Bölgesi,34394,Gayrettepe Mahallesi
İstoç Taksi,41.07,28.826199999,2457. Sokak,Başakşehir,,İstanbul,Marmara Bölgesi,34480,Başak Mahallesi
PALLADİUM AVM ÖNÜ,40.985300001,29.0991,Halk Caddesi,Ataşehir,,İstanbul,Marmara Bölgesi,34746,Barbaros Mahallesi
BASINKÖY TAKSİ DURAĞI,40.9829535010001,28.781881,Şehit Muammer Yüzsüren Sokağı,Bakırköy,,İstanbul,Marmara Bölgesi,34153,Basınköy Mahallesi
POYRAZ SOKAK UATD,40.991847201,29.0396012,Ahsen Çıkmazı Sokağı,Kadıköy,,İstanbul,Marmara Bölgesi,34722,Eğitim Mahallesi
İSPARK - FATİH BEYAZIT MEYDANI,41.009537601,28.9639865,Ordu Caddesi,Fatih,,İstanbul,Marmara Bölgesi,34126,Balabanağa Mahallesi
İSPARK ALEMDAĞ ÜMRANİYE AVM ÖNÜ,41.0244,29.1073000010001,Alemdağ Caddesi,Ümraniye,,İstanbul,Marmara Bölgesi,34768,Yamanevler Mahallesi
Aynalıkavak Taksi,41.0393000010001,28.9552,Aynalı Kavak Caddesi,Beyoğlu,,İstanbul,Marmara Bölgesi,34445,Keçeci Piri
GÜNEŞTEPE TAKSİ DURAĞI,41.0296,28.8638,Şehit Özcan Canik Sokağı,Güngören,,İstanbul,Marmara Bölgesi,34164,Güneştepe Mahallesi
KABATAŞ İDO İSKELESİ 2 UATD,41.0347495010001,28.9932791,,Beyoğlu,,İstanbul,Marmara Bölgesi,34427,Ömer Avni
VIALAND AVM İÇİ,41.0756640370001,28.9229825030001,Şehit Metin Kaya Sokağı,Eyüpsultan,,İstanbul,Marmara Bölgesi,34065,Yeşilpınar Mahallesi
İSPARK RIHTIM CADDESİ TAKSİ,40.9918000010001,29.0246,Rıhtım Caddesi,Kadıköy,,İstanbul,Marmara Bölgesi,34714,Osmanağa Mahallesi
ADLİYE-HASTANE METRO DURAĞI-2,40.9174,29.1756999990001,Cevizli D100 Güney Yanyol,Kartal,,İstanbul,Marmara Bölgesi,34890,Cevizli Mahallesi
PALMİYE TAKSİ DURAĞI,40.890660601,29.175086101,Turgut Özal Bulvarı,Kartal,,İstanbul,Marmara Bölgesi,34860,Kordonboyu Mahallesi
Maya Residans,41.0769,29.0345,Selviler Sokağı,Beşiktaş,,İstanbul,Marmara Bölgesi,34337,Kültür Mahallesi
LEVENT TAKSİ (BEŞİKTAŞ),41.0764862010001,29.0168621,Eylül Sokağı,Beşiktaş,,İstanbul,Marmara Bölgesi,34330,Levent Mahallesi
SÜTLÜCE KÜLTÜR TAKSI-1,41.0494236010001,28.9453132,Aktarlar Kahyası Sokağı,Beyoğlu,,İstanbul,Marmara Bölgesi,34445,Sütlüce
TRENDİST TAKSİ,40.9893198350001,29.1460705150001,Fazıl Paşa Sokağı,Ataşehir,,İstanbul,Marmara Bölgesi,34758,Atatürk Mahallesi
BAYRAMPAŞA MERKEZ STAD TAKSİ DURAĞI,41.0389503010001,28.9074395,Yahya Kemal Caddesi,Bayrampaşa,,İstanbul,Marmara Bölgesi,34030,Yenidoğan Mahallesi
FETİH(ATAŞEHİR) TELSİZ TAKSİ DURAĞI,41.0017540740001,29.0785719460001,Bağımsızlık Bulvarı,Ataşehir,,İstanbul,Marmara Bölgesi,34704,Fetih Mahallesi
İSPARK HORHOR - FATİH,41.014178101,28.9518194,Horhor Caddesi,Fatih,,İstanbul,Marmara Bölgesi,34080,İskenderpaşa Mahallesi
Konak Taksi,41.0892,29.0136,,Beşiktaş,,İstanbul,Marmara Bölgesi,34330,Konaklar Mahallesi
KOCAYOL TAKSİ,40.9648,29.1027,Muhtar Halil Coşkun Sokağı,Kadıköy,,İstanbul,Marmara Bölgesi,,Bostancı Mahallesi
ATAŞEHİR GREEN PARK OTELİ,40.966867501,29.109637101,Taksi yolu,Ataşehir,,İstanbul,Marmara Bölgesi,34752,İçerenköy Mahallesi
YAŞAM VADİ,41.01443699,28.6375120760001,Derviş Eroğlu Caddesi,Beylikdüzü,,İstanbul,Marmara Bölgesi,34520,Cumhuriyet Mahallesi
