Name,LATITUDE,LONGITUDE,road,town,county,province,region,postcode,suburb
TEPEBAŞI TAKSİ 1,41.0309707540001,28.974380866,Oteller Sokağı,Beyoğlu,,İstanbul,Marmara Bölgesi,34430,Asmalı Mescit
KOÇ TAKSİ,41.0227228190001,28.918911113,,Zeytinburnu,,İstanbul,Marmara Bölgesi,34010,Maltepe Mahallesi
SEÇKİNLER TAKSİ,41.0973015010001,28.876013,Ahmet Yesevi Caddesi,Sultangazi,,İstanbul,Marmara Bölgesi,34265,50. Yıl Mahallesi
İSTANBUL EVLERİ TAKSİ DURAĞI,41.0034593010001,28.8738314,Bozkır Sokağı,Bahçelievler,,İstanbul,Marmara Bölgesi,34180,
ÖZ TAKSİ DURAĞI,41.0021790010001,28.9132962,,Zeytinburnu,,İstanbul,Marmara Bölgesi,34020,Kazlıçeşme Mahallesi
MEGA TAKSI,41.0591413010001,28.842366699,,Bağcılar,,İstanbul,Marmara Bölgesi,34218,Göztepe Mahallesi
ÖZ KÜLTÜR TAKSİ,41.075107233,29.0377707970001,,Beşiktaş,,İstanbul,Marmara Bölgesi,34342,Bebek Mahallesi
KULE TAKSİ DURAĞI,40.9954581010001,28.9263733,İmrahor İlyasbey Caddesi,Fatih,,İstanbul,Marmara Bölgesi,34098,Yedikule Mahallesi
FENER KALAMIŞ YOLU TAKSİ,40.9693,29.0373000010001,Turyolu Sokağı,Kadıköy,,İstanbul,Marmara Bölgesi,34726,Fenerbahçe Mahallesi
GÜVEN TAKSİ DURAĞI,40.9345999990001,29.2154,Neslişah Sokağı,Kartal,,İstanbul,Marmara Bölgesi,34882,Uğur Mumcu Mahallesi
MEVLANA TAKSİ DURAĞI,41.0859999990001,28.915,Sefa Caddesi,Gaziosmanpaşa,,İstanbul,Marmara Bölgesi,34255,Mevlana Mahallesi
NUR TAKSİ,40.9706615270001,29.0426949480001,Cephanelik Sokağı,Kadıköy,,İstanbul,Marmara Bölgesi,34726,Fenerbahçe Mahallesi
HASEKİ HASTANE TAKSİ,41.009078414,28.9434067610001,Haseki Caddesi,Fatih,,İstanbul,Marmara Bölgesi,34096,Haseki Sultan Mahallesi
BÜYÜKÇEKMECE HASTANE TAKSİ,41.0172060240001,28.5568555680001,Çizmeci Sokak,Büyükçekmece,,İstanbul,Marmara Bölgesi,34535,Mimarsinan Mahallesi
FISTIKAĞACI TAKSİ DURAĞI,41.0284353010001,29.0303341,Yapmabebek Sokağı,Üsküdar,,İstanbul,Marmara Bölgesi,34674,İcadiye Mahallesi
OPERATÖR CEMİL TOPUZLU CADDESİ UATD  TALEBİ,40.963764401,29.0653573,Operatör Cemil Topuzlu Caddesi,Kadıköy,,İstanbul,Marmara Bölgesi,34728,Caddebostan Mahallesi
DURU TAKSİ DURAĞI,40.9175000010001,29.1708,Mustafa Kemal Caddesi,Kartal,,İstanbul,Marmara Bölgesi,34890,Cevizli Mahallesi
İSPARK gençtürk cad.,41.0114775550001,28.9553769410001,Gençtürk Caddesi,Fatih,,İstanbul,Marmara Bölgesi,34134,Kemalpaşa Mahallesi
KAĞITHANE MERKEZ TAKSİ DURAĞI,41.081972201,28.971073399,,Kâğıthane,,İstanbul,Marmara Bölgesi,34406,Merkez Mahallesi
KAYA TAKSİ,40.9583184540001,29.1068159120001,Bahçelerarası Sokağı,Kadıköy,,İstanbul,Marmara Bölgesi,34744,Bostancı Mahallesi
ZİNCİRLİKUYU THE GREEN TAKSİ,41.07177126,29.014203036,Kore Şehitleri Caddesi,Şişli,,İstanbul,Marmara Bölgesi,34394,Esentepe Mahallesi
MEGA 2 (ADLİYE ESKİ ADI) TAKSİ BAĞCILAR,41.0631550080001,28.8290109440001,2549. Sokak,Bağcılar,,İstanbul,Marmara Bölgesi,34218,Mahmutbey Mahallesi
ŞİŞLİ MERKEZ TAKSİ,41.058053231,28.982125071,Feriköy Fırın Sokağı,Şişli,,İstanbul,Marmara Bölgesi,34384,Merkez Mahallesi
İSPARK - BEŞİKTAŞ DARPHANE,41.059851001,29.007434399,Menekşe Sokağı,Beşiktaş,,İstanbul,Marmara Bölgesi,34349,Gayrettepe Mahallesi
OPTİMUM AVM ÖNÜ,40.988107401,29.0857664,Karaman Çiftliği Yolu,Ataşehir,,İstanbul,Marmara Bölgesi,34746,Yenisahra Mahallesi
NET TAKSİ DURAĞI,41.0496512010001,29.054218701,Albay Hüsamettin Ertürk Sokağı,Üsküdar,,İstanbul,Marmara Bölgesi,34680,Çengelköy Mahallesi
Boğazköy Taksi,41.0713999990001,28.6662,,Başakşehir,,İstanbul,Marmara Bölgesi,34488,Bahçeşehir 2. Kısım Mahallesi
MARMARA TIP FAKÜLTESİ TAKSİ DURAĞI,40.925251501,29.1338425,Çam Sokağı,Maltepe,,İstanbul,Marmara Bölgesi,34844,Bağlarbaşı Mahallesi
BÜYÜKÇEKMECE MERKEZ TAKSİ DURAĞI,41.020514001,28.5788682,Enverpaşa Caddesi,Büyükçekmece,,İstanbul,Marmara Bölgesi,34500,Dizdariye Mahallesi
AÇELYA TAKSİ,41.0388999990001,28.782200001,,Küçükçekmece,,İstanbul,Marmara Bölgesi,34307,Halkalı Merkez Mahallesi
HASTANE ACİL TAKSİ-1,41.1105,29.0203,,Sarıyer,,İstanbul,Marmara Bölgesi,34485,Maslak Mahallesi
YEŞİLTEPE TAKSİ DURAĞI,40.9943240010001,28.9018555,,Zeytinburnu,,İstanbul,Marmara Bölgesi,34025,Yeşiltepe Mahallesi
BEYKENT TAKSİ (2),41.0178549240001,28.6265372390001,Şafak Sokağı,Büyükçekmece,,İstanbul,Marmara Bölgesi,34500,Cumhuriyet Mahallesi
İSPARK BURHAN FELEK CAD. TAKSİ,41.0024999990001,29.018699999,Burhan Felek Caddesi,Üsküdar,,İstanbul,Marmara Bölgesi,34668,Selimiye Mahallesi
FANTASTIC TAKSI DURAĞı,41.0715544010001,29.006693999,Zincirlidere Caddesi,Şişli,,İstanbul,Marmara Bölgesi,34394,Esentepe Mahallesi
VADİ TAKSİ,41.103665001,28.807526,Yunus Emre Caddesi,Başakşehir,,İstanbul,Marmara Bölgesi,34480,Başak Mahallesi
Denizatı Kent Taksi Durağı,40.987,28.8921,,Zeytinburnu,,İstanbul,Marmara Bölgesi,34025,Sümer Mahallesi
BEYOĞLU ATIF YILMAZ CAD.,41.036152901,28.9799548,Halas Sokağı,Beyoğlu,,İstanbul,Marmara Bölgesi,34435,Hüseyinağa
CEVİZLİ İSTASYON,40.9106667990001,29.1558388400001,Üsküdar Caddesi,Kartal,,İstanbul,Marmara Bölgesi,34846,Orhantepe Mahallesi
CAPACİTY TAKSİ,40.9777902010001,28.8724358,Fişekhane Caddesi,Bakırköy,,İstanbul,Marmara Bölgesi,34158,Ataköy 1. Kısım Mahallesi
EVREN TAKSİ DURAĞI,41.032011401,28.8174,Cami Yolu Caddesi,Bağcılar,,İstanbul,Marmara Bölgesi,34212,15 Temmuz Mahallesi
GÜRPINAR MERKEZ TAKSİ DURAĞI,40.9918140010001,28.614068199,,Beylikdüzü,,İstanbul,Marmara Bölgesi,34528,Adnan Kahveci Mahallesi
YENİ KAPI İDO TAKSİ DURAĞI,41.003495001,28.9566604,Kennedy Caddesi,Fatih,,İstanbul,Marmara Bölgesi,34130,Katip Kasım Mahallesi
İSPARK SÖĞÜTLÜÇEŞME,40.9909455010001,29.0273323,Söğütlüçeşme Caddesi,Kadıköy,,İstanbul,Marmara Bölgesi,34714,Osmanağa Mahallesi
ALKENT TAKSİ,41.08635443,28.62879889,Hadımköy - İstanbul Caddesi,Büyükçekmece,,İstanbul,Marmara Bölgesi,34522,Alkent 2000 Mahallesi
MİMARSİNAN BİRLİK TAKSİ,41.008139445,28.5397666,Hürriyet Caddesi,Büyükçekmece,,İstanbul,Marmara Bölgesi,34535,Ekinoba Mahallesi
İSPARK CEVİZLİBAĞ,41.016977528,28.910773767,Yedikule Çırpıcı Yol Sokağı,Zeytinburnu,,İstanbul,Marmara Bölgesi,34010,Maltepe Mahallesi
KALAMIŞ OKUL TAKSİ DURAĞI,40.9752502010001,29.0406825,Münir Nürettin Selçuk Caddesi,Kadıköy,,İstanbul,Marmara Bölgesi,34726,Fenerbahçe Mahallesi
ŞEHREMİNNİ TAKSİ DURAĞI,41.0166651010001,28.9309784,Tatlı Pınar Caddesi,Fatih,,İstanbul,Marmara Bölgesi,34093,Topkapı Mahallesi
Gardenya,41.024700001,28.825299999,49. Sokak,Bağcılar,,İstanbul,Marmara Bölgesi,34212,Bağlar Mahallesi
İSPARK - ŞİŞLİ MECİDİYEKÖY ORTAKLAR CADDESİ,41.0652698010001,28.9958903,Ortaklar Caddesi,Şişli,,İstanbul,Marmara Bölgesi,34346,Fulya Mahallesi
İNÖNÜ MERKEZ TAKSİ,40.978145012,29.1419498600001,,Ataşehir,,İstanbul,Marmara Bölgesi,34755,İnönü Mahallesi
BOSTANCI İDO UMUMA AÇIK TAKSİ DURAĞI,40.9526,29.093899999,Çetin Emeç Bulvarı,Kadıköy,,İstanbul,Marmara Bölgesi,34744,Bostancı Mahallesi
KARDEŞLER TAKSİ,41.0282577040001,28.658021519,2073. Sokak,Esenyurt,,İstanbul,Marmara Bölgesi,34515,Yeşilkent Mahallesi
AKATLAR TAKSİ,41.078199999,29.0276,Selçuklar Sokağı,Beşiktaş,,İstanbul,Marmara Bölgesi,34335,Akat Mahallesi
HAS TAKSİ,40.984250741,29.128246543,Prof. Dr. Hıfzı Özcan Caddesi,Ataşehir,,İstanbul,Marmara Bölgesi,34750,Küçükbakkalköy Mahallesi
HAYDARPAŞA TAKSİ DURAĞI,40.996475801,29.0200128,Tren Garı Caddesi,Kadıköy,,İstanbul,Marmara Bölgesi,34716,Rasimpaşa Mahallesi
BEŞİKTAŞ SARAY TAKSİ DURAĞI,41.0593412010001,29.0049863,Ayazmadere Caddesi,Beşiktaş,,İstanbul,Marmara Bölgesi,34349,Gayrettepe Mahallesi
İSPARK KARTAL HÜRRİYET CAD.,40.8892122010001,29.1866517,Hürriyet Caddesi,Kartal,,İstanbul,Marmara Bölgesi,34860,Kordonboyu Mahallesi
217.SOKAK NO:1 T.ÖZAL BULVARI,41.0479,29.2470000010001,Saray Caddesi,Çekmeköy,,İstanbul,Marmara Bölgesi,34794,Çatalmeşe Mahallesi
AYDINLI KÖYÜ TAKSİ DURAĞI,40.871586601,29.3317078,Dersaadet Caddesi,Tuzla,,İstanbul,Marmara Bölgesi,34953,Aydınlı
YENİDOĞAN MERKEZ TAKSİ DURAĞI,41.007935601,29.2412669,,Sancaktepe,,İstanbul,Marmara Bölgesi,34791,Merve Mahallesi
ALTUNİZADE ÜSKÜDAR,41.021315401,29.0392347,Mahir İz Caddesi,Üsküdar,,İstanbul,Marmara Bölgesi,34662,Altunizade Mahallesi
SARIYER GAZETECİLER SİTESİ TAKSİ DURAĞI,41.1225355010001,29.03159,,Sarıyer,,İstanbul,Marmara Bölgesi,34457,Darüşşafaka Mahallesi
SOĞANLIK METRO DURAĞI,40.9125413450001,29.193672023,Atatürk Caddesi,Kartal,,İstanbul,Marmara Bölgesi,34880,Soğanlık Yeni Mahallesi
CUMHURİYET TAKSİ DURAĞI,41.0160000010001,28.652,Hürriyet Caddesi,Esenyurt,,İstanbul,Marmara Bölgesi,34515,Mevlana Mahallesi
HÜR TAKSİ,41.04148601,28.813284975,Gülbahar Caddesi,Bağcılar,,İstanbul,Marmara Bölgesi,34212,15 Temmuz Mahallesi
CİTYS NİŞANTAŞI AVM  TAKSİ,41.051087329,28.9932254920001,Teşvikiye Caddesi,Şişli,,İstanbul,Marmara Bölgesi,34365,Teşvikiye Mahallesi
KUZGUNCUK TAKSİ,41.0363,29.0296,İcadiye Caddesi,Üsküdar,,İstanbul,Marmara Bölgesi,34674,Kuzguncuk Mahallesi
ÖZ VALİDE ÇEŞME TAKSİ,41.04323529,28.9982067870001,Maçka Meydanı Sokağı,Beşiktaş,,İstanbul,Marmara Bölgesi,34357,Vişnezade Mahallesi
UMUMA AÇIK,41.056099999,28.7608,221. Sokak,Küçükçekmece,,İstanbul,Marmara Bölgesi,34303,Atakent Mahallesi
2.ULUS MERKEZ TAKSİ,41.070029,29.0268246,Metehan Sokağı,Beşiktaş,,İstanbul,Marmara Bölgesi,34340,Nispetiye Mahallesi
GÖZTEPE MEDİKAL PARK TELSİZ TAKSİ DURAĞI,40.9903926010001,29.0780035010001,Nisan Sokağı,Kadıköy,,İstanbul,Marmara Bölgesi,34732,Merdivenköy Mahallesi
ÜSKÜDAR BADEM TAKSİ,41.006605001,29.0507989990001,Başöğretmen Sokağı,Üsküdar,,İstanbul,Marmara Bölgesi,34660,Acıbadem Mahallesi
SOYAK SİTE TAKSİ,40.999713968,29.073960501,Libadiye Caddesi,Ataşehir,,İstanbul,Marmara Bölgesi,34704,Fetih Mahallesi
İSPARK ATAŞEHİR,40.9920720010001,29.1269396,Turgut Özal Bulvarı,Ataşehir,,İstanbul,Marmara Bölgesi,34758,Atatürk Mahallesi
VENEZİA  MEGA OUTLET TAKSİ,41.0790821080001,28.877072964,Eski Edirne Asfaltı,Gaziosmanpaşa,,İstanbul,Marmara Bölgesi,34250,Karadeniz Mahallesi
GÜRSEL MERKEZ TAKSİ,41.0674943010001,28.9743282,Tonoz Sk 1,Kâğıthane,,İstanbul,Marmara Bölgesi,34385,Gürsel Mahallesi
GÜVEN TAKSİ -2-,41.054400001,28.9817,Ergenekon Caddesi,Şişli,,İstanbul,Marmara Bölgesi,34380,
SEYRANTEPE MERKEZ TAKSİ DURAĞI,41.0991392010001,28.9952118,,Kâğıthane,,İstanbul,Marmara Bölgesi,34398,Seyrantepe Mahallesi
LİV TAKSİ,41.061261131,29.0284255490001,Canan Sokağı,Beşiktaş,,İstanbul,Marmara Bölgesi,34347,Ortaköy Mahallesi
İSPARK - MALTEPE İDO İSKELESİ,40.918636001,29.128276301,Turgut Özal Bulvarı,Maltepe,,İstanbul,Marmara Bölgesi,34844,Yalı Mahallesi
CEBECİ MERKEZ TAKSİ,41.1097,28.8658999990001,2542. Sokak,Sultangazi,,İstanbul,Marmara Bölgesi,34270,Cebeci Mahallesi
ATAŞEHİR SİTE TAKSİ DURAĞI,40.9894909010001,29.152805399,Mevlana Caddesi,Ataşehir,,İstanbul,Marmara Bölgesi,34779,Mevlana Mahallesi
AYDINEVLER  MERKEZ TAKSİ,40.9494612490001,29.123793446,Selçukbey Caddesi,Maltepe,,İstanbul,Marmara Bölgesi,34854,Aydınevler Mahallesi
BOSTANCI METRO DURAĞI-4,40.9629,29.1063999990001,,Kadıköy,,İstanbul,Marmara Bölgesi,34744,Bostancı Mahallesi
BAĞLARBAŞI TAKSİ DURAĞI,41.0645676010001,28.9145685,Akıncılar Sokağı,Gaziosmanpaşa,,İstanbul,Marmara Bölgesi,34245,Bağlarbaşı Mahallesi
İSPARK KABATAŞ İDO,41.0347150010001,28.9932591,,Beyoğlu,,İstanbul,Marmara Bölgesi,34427,Ömer Avni
SAHİL TAKSİ 1,41.0215732570001,28.5834606490001,Rıza Küçükoğlupaşa Caddesi,Büyükçekmece,,İstanbul,Marmara Bölgesi,34500,Fatih Mahallesi
ASLANTEPE TAKSİ,41.1023186780001,28.998176577,,Sarıyer,,İstanbul,Marmara Bölgesi,34485,Huzur Mahallesi
İSTANBUL ADALET SARAYI TAKSİ,41.0779,28.9788,,Kâğıthane,,İstanbul,Marmara Bölgesi,34403,Çağlayan Mahallesi
ÖZ ORTAKÖY TAKSİ,41.0504435010001,29.0261927,Gürcükızı Sokağı,Beşiktaş,,İstanbul,Marmara Bölgesi,34347,Ortaköy Mahallesi
BARBOROS TAKSİ DURAĞI,41.0431480010001,29.0068154,Barbaros Bulvarı,Beşiktaş,,İstanbul,Marmara Bölgesi,34022,Cihannüma Mahallesi
MANOLYA TAKSİ,41.053178501,29.0063620990001,,Beşiktaş,,İstanbul,Marmara Bölgesi,34349,
GAZİOSMANPAŞA DEVLET HASTANESİ TAKSİ,41.087522371,28.898827227,621. Sokak,Gaziosmanpaşa,,İstanbul,Marmara Bölgesi,34255,Karayolları Mahallesi
SS.124 NOLU DÖRTYOL TAKSİ DURAĞI,40.9077,29.2118,Güzelgün Sokak,Kartal,,İstanbul,Marmara Bölgesi,34880,Orta Mahallesi
Çınar Taksi,41.0787,29.0452,,Beşiktaş,,İstanbul,Marmara Bölgesi,34342,Bebek Mahallesi
PENDİK MERKEZ TAKSİ DURAĞI,40.8763918010001,29.2352404,Erol Kaya Caddesi,Pendik,,İstanbul,Marmara Bölgesi,34890,Doğu Mahallesi
EMİNÖNÜ İETT DURAKLARI,41.0180432010001,28.9706519,Eminönü Meydanı,Fatih,,İstanbul,Marmara Bölgesi,34116,Rüstempaşa Mahallesi
FLORA TAKSİ,40.9809835020001,29.1033673320001,Defne Sokağı,Ataşehir,,İstanbul,Marmara Bölgesi,34750,Küçükbakkalköy Mahallesi
ATAKENT TAKSİ 1,40.9796273900001,28.8483459760001,,Bakırköy,,İstanbul,Marmara Bölgesi,34158,Ataköy 7-8-9-10. Kısım Mahallesi
KADIKÖY METRO TAKSİ,40.990640865,29.0234183260001,Muvakkıthane Caddesi,Kadıköy,,İstanbul,Marmara Bölgesi,34710,Caferağa Mahallesi
BAKIRKÖY METRO DURAĞI,40.9966,28.8742,Olgunlar Sokağı,Bakırköy,,İstanbul,Marmara Bölgesi,34146,Osmaniye Mahallesi
İSPARK-BEYOĞLU,41.0362628010001,28.9867426,Dünya Sağlık Sokağı,Beyoğlu,,İstanbul,Marmara Bölgesi,34437,Gümüşsuyu
İstanbul EvleriTaksi 1,41.0035999990001,28.8738,Bozkır Sokağı,Bahçelievler,,İstanbul,Marmara Bölgesi,34180,
212 TAKSİ,41.0479000010001,28.8102999990001,Taşocağı Yolu Caddesi,Bağcılar,,İstanbul,Marmara Bölgesi,34218,Mahmutbey Mahallesi
AIRPORT TAKSİ DURAĞI,40.992023401,28.8315242,,Bakırköy,,İstanbul,Marmara Bölgesi,34158,Ataköy 7-8-9-10. Kısım Mahallesi
FINDIKZADE TELE TAKSİ,41.0094210010001,28.9379332,Cevdet Paşa Caddesi,Fatih,,İstanbul,Marmara Bölgesi,34096,Haseki Sultan Mahallesi
ÇAVUŞOĞLU TAKSİ DURAĞI,41.073042501,29.0282039,Ahmet Adnan Saygun Caddesi,Beşiktaş,,İstanbul,Marmara Bölgesi,34340,Kültür Mahallesi
KANLICA TAKSİ DURAĞI,41.0994496440001,29.0659855430001,Piri Reis Caddesi,Beykoz,,İstanbul,Marmara Bölgesi,34805,Kanlıca Mahallesi
TARABYA TAKSİ,41.137272749,29.0521452580001,Tarabya Bayırı Caddesi,Sarıyer,,İstanbul,Marmara Bölgesi,34457,Tarabya Mahallesi
ALTIN TAKSİ DURAĞI,41.0407630010001,28.9039553,Yahya Kemal Caddesi,Bayrampaşa,,İstanbul,Marmara Bölgesi,34035,Altıntepsi Mahallesi
CROWN PLAZA HOTEL TAKSİ,41.010217663,28.957355276,Fethibey Caddesi,Fatih,,İstanbul,Marmara Bölgesi,34134,Kemalpaşa Mahallesi
İSPARK ÜSKÜDAR ACIBADEM CADDESİ,41.002828627,29.0428293480001,Acıbadem Caddesi,Kadıköy,,İstanbul,Marmara Bölgesi,34718,Acıbadem
AS TAKSİ DURAĞI,40.9606941010001,29.0782309,Mücahit Sokağı,Kadıköy,,İstanbul,Marmara Bölgesi,34740,Suadiye Mahallesi
KAZASKER TAKSİ DURAĞI,40.9710344010001,29.0863561990001,Sinan Ercan Caddesi,Kadıköy,,İstanbul,Marmara Bölgesi,34736,19 Mayıs Mahallesi
ÇAMLICA TURİZM TAKSİ DURAĞI,41.0221991010001,29.063878001,Minare sokak,Üsküdar,,İstanbul,Marmara Bölgesi,34692,Kısıklı Mahallesi
İSPARK - SARIYER İSTİNYE İDO ÖNÜ,41.1136144010001,29.060527,,Sarıyer,,İstanbul,Marmara Bölgesi,34460,İstinye Mahallesi
YILDIZ TAKSİ,41.0506,29.0071999990001,Ihlamur Yıldız Caddesi,Beşiktaş,,İstanbul,Marmara Bölgesi,34022,Abbasağa Mahallesi
Göktürk Merkez Taksi-3,41.1883,28.8751999990001,İstanbul Caddesi,Eyüpsultan,,İstanbul,Marmara Bölgesi,34077,Göktürk Merkez Mahallesi
ESMAN TAKSİ,40.9955,29.1006,Kızıl Begonya Sokağı,Ataşehir,,İstanbul,Marmara Bölgesi,34746,Barbaros Mahallesi
ACIBADEM YILDIZ TAKSİ,41.0124999990001,29.0569,Eczacı Necip Akar Sokağı,Üsküdar,,İstanbul,Marmara Bölgesi,34660,Acıbadem Mahallesi
PENDİK DİVAN TAKSİ DURAĞI,40.8707,29.2747,Hakan Sokağı,Pendik,,İstanbul,Marmara Bölgesi,34899,Çamçeşme Mahallesi
YENİŞEHİR MERKEZ TAKSİ,40.927643883,29.307294805,Mustafa Akyol Sokağı,Pendik,,İstanbul,Marmara Bölgesi,34912,Yenişehir Mahallesi
EYÜP BULVAR TAKSİİ DURAĞI,41.0463659010001,28.9326196,Hz. Halid Bulvarı,Eyüpsultan,,İstanbul,Marmara Bölgesi,34050,İslambey Mahallesi
MALTEPE SAHİL TAKSİ,40.9264,29.1234,Turgut Özal Bulvarı,Maltepe,,İstanbul,Marmara Bölgesi,34844,Yalı Mahallesi
SELİMPAŞA DURAK TAKSİ,41.056453301,28.3675173,,Silivri,,İstanbul,Marmara Bölgesi,34590,Selimpaşa Mahallesi
GÜVEN TAKSİ,41.0338890950001,28.861827868,843. Sokak,Bağcılar,,İstanbul,Marmara Bölgesi,34200,Çınar Mahallesi
MARTI DURAĞI YONCA EVLERİ 1,41.1946368010001,29.0536371,Tatar Sokak,Sarıyer,,İstanbul,Marmara Bölgesi,34450,Zekeriyaköy Mahallesi
Ünalan Metro Durağı,40.997899999,29.0604999990001,Baraj Yolu Alt Sokağı,Üsküdar,,İstanbul,Marmara Bölgesi,34700,Ünalan Mahallesi
İSPARK YENİKAPI İDO,41.003509401,28.9567522,Avrasya Tüneli,Fatih,,İstanbul,Marmara Bölgesi,34130,Nişanca Mahallesi
EMİRGAN TAKSİ DURAĞI,41.1040412,29.052505,Kestsane Sokağı,Sarıyer,,İstanbul,Marmara Bölgesi,34467,Emirgan Mahallesi
BUYAKA TAKSİ DURAĞI,41.027481445,29.1247599880001,Balkan Caddesi,Ümraniye,,İstanbul,Marmara Bölgesi,34771,Fatih Sultan Mehmet Mahallesi
TUZLA AYDINLI SİTE TAKSİ,40.8683289740001,29.317777769,Aksoy Sk.,Tuzla,,İstanbul,Marmara Bölgesi,34953,Aydınlı
BEYLİKDÜZÜ İSTANBUL EVLERİ SİTESİ TAKSİ DURAĞI,41.0207,28.6483,460. Sokak,Esenyurt,,İstanbul,Marmara Bölgesi,34521,Piri Reis Mahallesi
ÇAYIR TAKSİ DURAĞI,41.0145248010001,29.0849075,Bağlariçi Sokağı,Üsküdar,,İstanbul,Marmara Bölgesi,34696,Bulgurlu Mahallesi
SANTRAL TAKSİ DURAĞI-2,40.9737,29.069899999,Ömerpaşa Sokağı,Kadıköy,,İstanbul,Marmara Bölgesi,34738,Erenköy Mahallesi
SAKIZAĞACI TAKSİ-1,41.0362,28.9801,Halas Sokağı,Beyoğlu,,İstanbul,Marmara Bölgesi,34435,Hüseyinağa
CİHAN TAKSİ DURAĞI,41.0627716010001,29.0041422,Cemil Aslan Güder Sokak,Beşiktaş,,İstanbul,Marmara Bölgesi,34349,Gayrettepe Mahallesi
ESENLER KAZIM KARABEKİR OTOBÜS DURAĞI MEVKİİ TAKSİ (ESENLER ÇEVRE TAKSİ),41.0482230010001,28.875239999,Mehmet Akif Ersoy Caddesi,Esenler,,İstanbul,Marmara Bölgesi,34225,Kazım Karabekir Mahallesi
ÖNER TAKSİ DURAĞI,41.0595364010001,29.0147112,,Beşiktaş,,İstanbul,Marmara Bölgesi,34394,Balmumcu Mahallesi
ÇINAR SOKAK UATD  YERİ,41.085289001,29.0090344,Selvili Sokağı,Beşiktaş,,İstanbul,Marmara Bölgesi,34330,Konaklar Mahallesi
SEKMEN TAKSİ DURAĞI,40.9184068010001,29.225189,Kartal Caddesi,Kartal,,İstanbul,Marmara Bölgesi,34876,Yakacık Çarşı Mahallesi
TİBAL TAKSİ,41.0010046250001,29.0380558800001,Lise Yolu Sokağı,Kadıköy,,İstanbul,Marmara Bölgesi,34718,Acıbadem
MECLİSİ MEBUSAN CADDESİ UATD,41.031736601,28.9890215,Mebusan Yokuşu,Beyoğlu,,İstanbul,Marmara Bölgesi,34437,Pürtelaş Hasan Efendi
Denizköşkler Taksi,40.9738,28.7311,Dr. Sadık Ahmet Caddesi,Avcılar,,İstanbul,Marmara Bölgesi,34315,Denizköşkler Mahallesi
KÜPLÜCE TAKSİ DURAĞI,41.0389554010001,29.0544629,Mehmet Akif Ersoy Caddesi,Üsküdar,,İstanbul,Marmara Bölgesi,34682,Kirazlıtepe Mahallesi
ARNAVUTKÖY HADIMKÖY MERKEZ TAKSİ,41.1561664320001,28.6240129350001,,Arnavutköy,,İstanbul,Marmara Bölgesi,34555,Hadımköy Mahallesi
HASANPAŞA TAKSİ DURAĞI,40.9724879010001,29.248112599,Fatih Bulvarı,Sultanbeyli,,İstanbul,Marmara Bölgesi,34920,Hasanpaşa Mahallesi
Haznedar,41.006637099,28.869310258,,Bahçelievler,,İstanbul,Marmara Bölgesi,34180,
İSPARK DUMLUPINAR,40.9924999990001,28.8376,Dumlupınar Caddesi,Bahçelievler,,İstanbul,Marmara Bölgesi,,Zafer Mahallesi
TEPE NAUTİLUS TAKSİ,41.001574588,29.0314893230001,,Kadıköy,,İstanbul,Marmara Bölgesi,34718,Acıbadem
POL TAKSİ DURAĞI,41.0804377010001,29.0109993,,Şişli,,İstanbul,Marmara Bölgesi,34330,Esentepe Mahallesi
ÇINAR TAKSİ,41.0356335270001,28.765177522,Turgut Özal Bulvarı,Küçükçekmece,,İstanbul,Marmara Bölgesi,34307,Atakent Mahallesi
BOSTANCI İDO,40.9525810010001,29.0937727,Çetin Emeç Bulvarı,Kadıköy,,İstanbul,Marmara Bölgesi,34744,Bostancı Mahallesi
S.S.BÜYÜKŞEHİR TAKSİ DURAĞI,41.0117,28.6479,Beylikdüzü Caddesi,Beylikdüzü,,İstanbul,Marmara Bölgesi,34520,Büyükşehir Mahallesi
KONUT TAKSİ DURAĞI,41.0818699010001,28.2575799,,Silivri,,İstanbul,Marmara Bölgesi,34570,Yeni Mahalle
BEŞİKTAŞ BARBAROS BULVARI,41.0428,29.0071,İETT Beşiktaş Peronları,Beşiktaş,,İstanbul,Marmara Bölgesi,34022,Cihannüma Mahallesi
AVCILAR 1 TAKSİ DURAĞI,40.9803878010001,28.7201013,Nurel Sokağı,Avcılar,,İstanbul,Marmara Bölgesi,34310,Merkez Mahallesi
PAZARİÇİ ÇEŞMETAKSİ DURAĞI,41.0590399010001,28.9317118,Ordu Caddesi,Gaziosmanpaşa,,İstanbul,Marmara Bölgesi,34240,Pazariçi Mahallesi
SANCAKTEPE HASTANE TAKSİ DURAĞI,41.006060045,29.193158705,mareşal eşref bitlis,Sancaktepe,,İstanbul,Marmara Bölgesi,34785,Emek Mahallesi
TEKSTİLKENT KOZA PLAZA TAKSİ,41.069345845,28.8649251310001,Tekstilkent Caddesi,Esenler,,İstanbul,Marmara Bölgesi,34235,Oruçreis Mahallesi
GÜLDESTE CADDESİ UATD,40.874349501,29.2320485,100. Yil Cocuk Park Ici Yolu,Pendik,,İstanbul,Marmara Bölgesi,34890,Batı Mahallesi
METRO TAKSİ,41.0301270890001,28.815647573,Koçman Caddesi,Bağcılar,,İstanbul,Marmara Bölgesi,34212,Bağlar Mahallesi
