STATION_CODE,STATION_NAME,DISTRICT,DIRECTION,STOP_TYPE,LATITUDE,LONGITUDE
225981,DENİZ HARP OKULU,Tuzla,TUZLA,CCMODERN,40.8140130005245,29.266183999994
123932,BAŞAKPAZAR,Basaksehir,BASAKSEHIR 4. ETAP,İSTON GENİŞ,41.1113960005714,28.8100799999829
214552,ORTADAĞ,Sancaktepe,SARIGAZI,İETTBAYRAK,40.9545840005467,29.2146629999931
127912,CİHANGİR MAHALLESİ,Avcilar,B.ÇEKMECE,İETTBAYRAK,40.9909100005519,28.7138379999778
130712,ORHANGAZİ CADDESİ,Avcilar,AVCILAR-ESENYURT,İETTCAMLI,41.0031210005538,28.7097179999775
127001,GÜRPINAR,Beylikdüzü,SITELER-B.DÜZÜ,CCMODERN,40.9905620005515,28.6150769999693
108881,İNEBEY,Fatih,AKSARAY,CCMODERNDR,41.0088629810843,28.9502349969637
115181,ÇAKIROĞLU,Sariyer,AYAZAGA KÖYÜ,AÇIK DURAK,41.1088629888919,28.9970100084085
165111,VEYSEL KARANİ CADDESİ,Bagcilar,BAGCILAR,AÇIK DURAK,41.0635730301376,28.8497740219072
216932,DOĞANEVLER CADDESİ,Ümraniye,IMES,AÇIK DURAK,41.0132259995105,29.1374240058257
209061,TELEFON SANTRALİ,Tuzla,PENDIK,CCMODERNDR,40.8694820005333,29.3220969999944
229211,ATATÜRK CADDESİ,Pendik,GÖÇBEYLI,İETTBAYRAK,40.9738280005498,29.4593159999955
113001,ÇAYIRBAŞI,Sariyer,BAHÇEKÖY,WALLMODERN,41.1558149985463,29.0348399683754
113172,KEFELİKÖY,Sariyer,ÇAYIRBASI,CCMODERNDR,41.1533050005783,29.0360659999899
113212,FATİH PARK ORMANI,Sariyer,ÇAYIRBASI,WALLMODERN,41.1274010150937,29.0239879879719
113252,MASLAK,Sariyer,LEVENT,WALLMODERN,41.1085509961235,29.0209720086216
131892,FÜRUZAN SADIKOĞLU ORTAOKULU,Bagcilar,GÖZTEPE-AKSARAY,CCMODERN,41.0577740005628,28.8366709999843
166051,İSTOÇ  CAMİİ,Bagcilar,BASAKSEHIR,CCMODERN,41.0644960005639,28.8282689999839
103731,İBB BAKIRKÖY,Bakirköy,KAZLIÇESME,İETTBAYRAK,40.9997130865929,28.8857385193682
121861,BAKIRKÖY ADLİYESİ,Bakirköy,CEVIZLIBAG,CCMODERNDR,40.9998719662147,28.880701989387
206461,ÇAMLIK,Tuzla,PENDIK  132,İETTBAYRAK,40.9266679865022,29.351141005046
207582,BAHÇELER,Tuzla,BOSTANCI,İETTCAMLI,40.8178460005251,29.3013759999943
207801,İÇMELER MERKEZ,Tuzla,TEPEÖREN  133 D,CCMODERN,40.84922400053,29.3053649999943
213502,HALİL TÜRKKAN KIZ ANADOLU İMAM HATİP LİSESİ,Tuzla,ESENYALI,İETTBAYRAK,40.8721990005337,29.3337319999945
207602,TUZLA ANADOLU LİSESİ,Tuzla,KADIKÖY (500ES),CCMODERN,40.8204060005256,29.3078099999944
126581,BAŞAKŞEHİR 1.ETAP CAMİİ,Basaksehir,IKITELLI GARAJI,CCMODERN,41.1038740005701,28.7893539999819
126671,MİMARLAR SİTESİ,Basaksehir,ESENKENT-BOGAZKÖY,İETTBAYRAK,41.0785670005658,28.6745649999745
126672,MİMARLAR SİTESİ,Basaksehir,YENIKAPI,CCMODERNDR,41.0785960005658,28.6749009999745
127242,YEŞİLPARK,Basaksehir,YENIKAPI,AÇIK DURAK,41.085679000567,28.6724399999742
226441,GÜMRÜK BÖLGE MÜDÜRLÜĞÜ,Atasehir,KADIKÖY  19T,CCMODERN,40.9827820005511,29.134017999992
211452,UYDUKENT  ,Atasehir,SARIGAZI,İSTON GENİŞ,40.9863910005517,29.133556999992
129241,ABDURRAHMAN NAFİZ GÜRMAN MAHALLESİ,Güngören,Z.BURNU METRO-MERTER,CCMODERN,41.0056620005546,28.8928889999866
207631,VATAN CADDESİ,Tuzla,TUZLA,İETTBAYRAK,40.8252780005263,29.3210219999945
205892,AKFIRAT PARKI,Tuzla,AKFIRAT SONDURAK,AÇIK DURAK,40.9239830005418,29.4165739999952
229031,ORHANGAZİ CADDESİ,Tuzla,KARTAL,İETTCAMLI,40.9024780005384,29.3744769999948
218412,ŞENER SOKAK,Beykoz,KAVACIK,İETTCAMLI,41.1166480005726,29.1463339999919
218421,MEHMET UÇAR SOKAK,Beykoz,KAVACIK,İETTCAMLI,41.1103230005716,29.1480719999919
218611,KABAKOZ YOLU,Beykoz,KAVACIK,AÇIK DURAK,41.2163179606892,29.1633679891646
218661,UFUK CADDESİ,Beykoz,KAVACIK AKTARMA,İETTBAYRAK,41.0952980005692,29.1642129999921
219212,AYDINLAR SOKAK,Beykoz,ÜMRANIYE 11CT,İETTCAMLI,41.1035289631454,29.1307690321094
222931,KARACAAHMET CEMEVİ,Üsküdar,BAGLARBASI,WALLMODERN,41.0129460005559,29.02142099999
222951,ÜSKÜDAR ASKERLİK ŞUBESİ,Üsküdar,BAGLARBASI,WALLMODERN,41.0156880005563,29.0291769999902
206761,FATİH MAHALLESİ,Tuzla,SONDURAK,İSTON GENİŞ_İBB,40.9298230005428,29.3438669999945
103542,HAVA MÜZESİ,Bakirköy,KÜÇÜKÇEKMECE,CCMODERN,40.9632010005477,28.8253579999842
125152,SANAYİ MAHALLESİ,Bagcilar,IKITELLI AKSARAY,İETTBAYRAK,41.0450670005608,28.8163759999835
229572,EKİN SOKAK,Tuzla,SEKERPINAR,AÇIK DURAK,40.8435389785238,29.3660300097883
225872,TUZLA MARİNA,Tuzla,TUZLA,İETTBAYRAK,40.8220500005258,29.3210159999945
250182,YEŞİLVADİ PARK,Çayirova,SEKERPINAR,DİĞER,40.863971987046,29.378930029389
219461,KANLICA,Beykoz,BEYKOZ,WALLMODERN,41.0996357707854,29.0660273674773
113632,DUMLUPINAR İLKOKULU,Sariyer,K.ARMUTLU,İETTBAYRAK,41.0926319650401,29.0371629617126
100071,YEŞİLTEPE,Avcilar,AVCILAR,İETTBAYRAK,41.0361650005591,28.7039479999769
109772,TAYAKADIN TEPE,Arnavutköy,TERKOS,AÇIK DURAK,41.2645250005961,28.6858709999746
121362,TAŞ OCAĞI ,Eyüpsultan,KEMERBURGAZ,İETTBAYRAK,41.206951000587,28.8428339999841
128411,MEGAKENT,Beylikdüzü,AVCILAR,CCMODERN,40.9941260005522,28.6484949999725
106541,BOLLUCA,Arnavutköy,ARNAVUTKÖY,CCMODERN,41.1979250005854,28.7639609999802
120973,AYVANSARAY,Eyüpsultan,MECIDIYEKÖY,WALLMODERN,41.0381500005598,28.9374179999879
205191,ADİL MAHALLESİ,Sultanbeyli,ÜMRANIYE,İETTBAYRAK,40.9757540005501,29.2615149999936
212071,AYDINLAR CADDESİ,Darica,KARTAL METRO,AÇIK DURAK,40.7882589740097,29.3811899592196
212091,BAYRAMOĞLU,Gebze,PENDIK,CCMODERN,40.8096540079128,29.3693509784773
212562,MAKASBAŞI,Darica,GEBZE ISTASYON,İETTBAYRAK,40.7855309904384,29.4048269952069
260252,KUŞTEPE MESİRE ALANI,Çayirova,ÇAGDASKENT SAGLIK OCAGI,AÇIK DURAK,40.8364889812515,29.4035729990189
100552,OKUL CADDESİ,Avcilar,YESILKENT,AÇIK DURAK,41.0069569991164,28.7110270000068
216762,İTFAİYE AMİRLİĞİ,Beykoz,ÜMRANIYE 11Ç,CCMODERN,41.0748540005659,29.1381019999919
219792,KUZUDERE,Beykoz,BEYKOZ,İETTBAYRAK,41.1894430005845,29.2319429999928
226721,PAŞABAHÇE BLOKLARI,Atasehir,FINDIKLI,İETTBAYRAK,40.9685130005489,29.1196589999919
116331,LEVENT CAMİİ,Besiktas,LEVENT,İETTBAYRAK,41.0789060005665,29.0174389999898
116342,LOJMAN LOLU,Besiktas,EMIRGAN,CCMODERNDR,41.094538999929,29.0157609765359
116362,ÇİLEKLİ,Besiktas,EMIRGAN,CCMODERNDR,41.0933660440096,29.0183889740866
214252,SELÇUK ECZA 50.YIL ORTAOKULU,Ümraniye,ÜSKÜDAR,CCMODERN,41.0045000005546,29.1497839999922
218122,GÖKSU CADDESİ,Ümraniye,DUDULLU,İETTBAYRAK,41.0039230005545,29.1309819999919
219181,BALKAN CADDESİ,Ümraniye,TEPEÜSTÜ 122C-L,İETTBAYRAK,41.0238350005576,29.1288129999919
117354,TAKSİM,Beyoglu,PERONLAR (AKM ÖNÜ),İETTBAYRAK,41.037317999116,28.9876430000116
303381,KABATAŞ,Beyoglu,B.TAS (29C-29D-41E),AÇIK DURAK,41.0345740087649,28.9931899778288
223501,ŞEHİT LOKMAN OKTAY,Ümraniye,MUSTAFA KEMAL MAH.,İSTON DAR_İBB,41.014141000556,29.1003619999913
225847,İÇMELER KÖPRÜSÜ,Tuzla,TUZLA  133 P,CCMODERN,40.8497950005301,29.2989179999942
128012,DÜDEN 5-6-7,Basaksehir,TEM-BAHÇESEHIR,İSTON GENİŞ,41.0707770005645,28.6782349999748
128041,BAHÇEŞEHİR CAMİİ,Basaksehir,BAHÇESEHIR-TEM,DİĞER,41.0683540005637,28.6840409999747
130302,TEKSTİLKENT EVLERİ,Basaksehir,KAYASEHIR,AÇIK DURAK,41.0967480005689,28.75354199998
408031,KADIKÖY,Kadiköy,RIHTIM2 PERON,CCMODERN,40.9940730008421,29.0242299983453
216002,MESİRE ALANI,Ümraniye,ORTAÇESME 20,İETTBAYRAK,41.050483000562,29.1238049999917
217591,SAHRA SOKAK,Beykoz,GÖLBAHÇE 15N,AÇIK DURAK,41.0688650093298,29.0871410008806
220611,GÖZTEPE,Beykoz,YENICAMI,CCMODERN,41.0807770005668,29.080046999991
131151,RUMELİLER SİTESİ,Basaksehir,YENIBOSNA,İETTCAMLI,41.0992360005694,28.7605439999804
209792,HAKİŞ SİTESİ,Pendik,PENDIK,CCMODERN,40.9282810005425,29.2966759999941
209931,RAMAZANOĞLU MAHALLESİ,Pendik,PARSELLER,AÇIK DURAK,40.8959799649498,29.2866859824045
210292,MOSTAR KÖPRÜSÜ,Pendik,KADIKÖY,CCMODERNDR,40.8782400005346,29.2374129999935
219562,GÜMÜŞSUYU MAHALLESİ,Beykoz,ÜSKÜDAR,WALLMODERN,41.1249160005739,29.0985419999912
219621,ÇAYIR CADDESİ,Beykoz,BEYKOZ,WALLMODERN,41.1445820005771,29.0871619999909
207861,ALPER SOKAK,Tuzla,KADIKÖY,İSTON DAR,40.8259270005264,29.3547139999948
229631,SAĞLIK OCAĞI,Tuzla,KARTAL,İETTBAYRAK,40.8372160005282,29.3609469999948
207772,İSTASYON YOLU,Tuzla,BOSTANCI,CCMODERNDR,40.8243200005261,29.3207429999945
126171,BÜYÜKÇEKMECE-1,Büyükçekmece,AVCILAR,İETTBAYRAK,41.0203969991158,28.5813629999987
208351,ATAŞEHİR TOPLUM SAĞLIĞI MERKEZİ,Atasehir,KADIKÖY,İETTBAYRAK,40.981800000551,29.1128269999917
210412,BADEMLİK GÜLBEDEN HATUN CAMİİ,Pendik,KADIKÖY,CCMODERN,40.8754710005342,29.2548619999937
212451,YENGEÇ SOKAK,Pendik,KARTAL METRO,AÇIK DURAK,40.8652190380627,29.3013609932512
212482,MEDİNE CAMİİ,Pendik,AYDINLI TOKI,İETTCAMLI,40.8663980005327,29.2873009999941
212621,NECİP FAZIL KISAKÜREK ORTAOKULU,Pendik,TEPEÜSTÜ,İSTON GENİŞ,40.9227340005416,29.288322999994
133261,KABAKÇA YOLU,Çatalca,ÇATALCA,DİĞER,41.2129590005861,28.3706959999258
202391,AHMETLİ YAHŞİBEY İLKOKULU,Sile,ÜSKÜDAR,İETTCAMLI,41.1473339991138,29.5846160000056
126452,ESENLER OTO SANAYİ SİTESİ,Basaksehir,ISTOÇ-BASAKSEHIR,İSTON GENİŞ,41.0786920005661,28.8010979999826
104031,AĞAOĞLU ÇARŞI,Basaksehir,YENIKAPI,DİĞER,41.0658180079566,28.7755429981312
102331,ALTINBAŞ ÜNİVERSİTESİ,Bagcilar,MECIDIYEKÖY,CCMODERN,41.0583090005629,28.8203619999836
230232,ŞEHRİYAZ KONUTLARI,Tuzla,AKFIRAT,İETTBAYRAK,40.8675370005329,29.3173949999944
209571,İSMET İNÖNÜ CADDESİ,Çayirova,KARTAL,AÇIK DURAK,40.8567110444646,29.3728459567505
209621,ŞEHİT ALİ ATİK CAMİİ,Çayirova,KARTAL,İETTBAYRAK,40.8617215615052,29.375417808182
208051,YILDIRIM BEYAZIT CAMİİ,Pendik,KARTAL,İETTMODERN,40.8817380005352,29.2726969999939
228762,DEDEPAŞA CADDESİ,Pendik,SULTANBEYLI,İETTBAYRAK,40.9408060005445,29.3066339999941
230441,MAREŞAL FEVZİ ÇAKMAK,Pendik,PENDIK KÖPRÜSÜ,İETTBAYRAK,40.8885080005362,29.2578339999937
213322,ŞEYH ŞABANİ VELİ CAMİİ,Pendik,AHMET YESEVI MAH.,İETTBAYRAK,40.8752150005341,29.3063939999942
213522,AYDOS  AİLE SAĞLIĞI MERKEZİ,Pendik,HILAL KONUTLARI,İETTBAYRAK,40.918797000541,29.2604229999937
201232,NURBABA SOKAK,Üsküdar,BURHANIYE PERON,İETTBAYRAK,41.0265549898489,29.0607430121894
201271,BURHANİYE MAHALLESİ,Üsküdar,BURHANIYE PERON,İETTBAYRAK,41.0346120005594,29.0541679999906
201302,DÖRTYOL,Üsküdar,ÜSKÜDAR,İETTCAMLI,41.0147050005562,29.0855389999912
201311,ÜÇYOL,Üsküdar,ESATPASA 11L,İETTBAYRAK,41.0106069991167,29.0869610000112
203731,ŞEHİT MEHMET ŞEVKET UZUN,Üsküdar,KADIKÖY,İETTBAYRAK,41.026163000558,29.0823179999911
203781,SELAMİ TÜRBESİ SOKAK,Üsküdar,KADIKÖY,İETTBAYRAK,41.0245400005577,29.0644719999908
129441,GÜLBAHAR CADDESİ,Bagcilar,GÜNESLI,İETTBAYRAK,41.0330740005588,28.8144269999834
130601,BAĞCILAR DEVLET HASTANESİ,Bagcilar,BAGCILAR-GÜNGÖREN,İETTBAYRAK,41.0303729991159,28.8697690000103
210502,ŞEKERPINAR SAPAĞI,Tuzla,PENDIK 132-133D,İETTCAMLI,40.9011280005383,29.3684619999948
211691,LİDER SOKAK,Kartal,YAKACIK,CCMODERNDR,40.9121330005399,29.2308319999934
230121,KADIPAŞA SOKAK,Kadiköy,KADIKÖY,AÇIK DURAK,40.9709819963103,29.0871109981162
128862,BAŞAKKÖY,Çatalca,ÇATALCA-ÇIFTLIKKÖY,İETTBAYRAK,41.3317360369661,28.4454009898249
227581,ERCAN SOKAK,Kartal,KADIKÖY,İSTON DAR,40.9039060005387,29.2268039999934
202611,DENİZLİ KÖYÜ SAPAĞI,Sile,SILE,AÇIK DURAK,41.0968220005696,29.7808779999981
205232,TAVŞAN TEPE,Sultanbeyli,SULTANBEYLI,AÇIK DURAK,40.9835739991172,29.2483970000098
104111,FİLDAMI YOLU,Bakirköy,KAZLIÇESME,İETTBAYRAK,40.9955890005529,28.8875049999865
120172,CEMİL MERİÇ ORTAOKULU,Kagithane,KAGITHANE,İSTON GENİŞ,41.0922310005685,28.9819139999889
210871,DİNAR SOKAK,Kartal,SON DURAK 21K,AÇIK DURAK,40.8964790272807,29.2330510128704
261702,EYLÜL SOKAK,Kartal,KURFALI,İETTBAYRAK,40.9094490005396,29.2287189999934
227722,MUHSİN YAZICIOĞLU CADDESİ,Pendik,SULTANBEYLI,İETTMODERN,40.8912680005366,29.2677379999939
227702,ATATÜRK CADDESİ,Kartal,UGUR MUMCU,AÇIK DURAK,40.9183810373376,29.2158539652692
128252,YEŞİLKENT,Esenyurt,YESILKENT,İETTBAYRAK,41.0415540005599,28.6966429999763
107651,ABDİSUBAŞI MAHALLESİ,Fatih,ÇARSAMBA,CCMODERN,41.0258249991162,28.9533580000115
114641,ATATÜRK MEYDANI ,Sariyer,LEVENT,WALLMODERN,41.1152369862847,28.9985699799745
221031,DUTDERE,Beykoz,15 KÇ SONDURAK,İETTCAMLI,41.0906460005683,29.1692879999922
205501,ATATÜRK CADDESİ,Tuzla,TOPKAPI,İETTBAYRAK,40.8269870005266,29.3512159999948
206831,YAHYA KEMAL MESLEKİ VE TEKNİK ANADOLU LİSESİ,Tuzla,KARTAL,CCMODERNDR,40.8638920005324,29.3367489999946
124292,OSMANLI CADDESİ,Basaksehir,GÜVERCINTEPE,DİĞER,41.0652290005636,28.7535529999797
126441,FATİH SANAYİ SİTESİ,Basaksehir,BASAKSEHIR-ISTOÇ,CCMODERN,41.0882600005676,28.7963229999824
126472,İÇKENT,Basaksehir,YENIKAPI,İETTCAMLI,41.0764550005655,28.6712459999742
229612,MEZARLIK,Tuzla,SEKERPINAR,AÇIK DURAK,40.8380779875968,29.3654339762316
107671,ALİ NAKİ SOKAK,Fatih,BALAT,İETTBAYRAK,41.0244580005577,28.9521899999884
111022,İNCİRLİ (E-5) ,Bakirköy,CEVIZLIBAG,WALLMODERN,40.996407000553,28.8684069999858
218282,KEVSER CAMİİ,Çekmeköy,NISANTEPE,İETTBAYRAK,41.0302680005588,29.2386519999932
218731,TURGUT ÖZAL CADDESİ,Çekmeköy,KADIKÖY,CCMODERNDR,41.0417500005606,29.2364449999932
207712,EVLİYA ÇELEBİ CAMİİ,Tuzla,BOSTANCI,CCMODERN,40.8408900005287,29.3067519999943
225942,KEREM SOKAK,Tuzla,TUZLA SON DURAK,AÇIK DURAK,40.817170000525,29.2868519999942
225961,ÇALI SOKAK,Tuzla,KADIKÖY,CCMODERN,40.8180510005251,29.2800739999941
113581,ETİLER MAHALLESİ,Besiktas,MERKEZ,AÇIK DURAK,41.0890160048811,29.0379049544751
222291,CEMİL MERİÇ MAHALLESİ,Ümraniye,SARIGAZI LOJ.,CCMODERNDR,41.0167920005565,29.137770999992
223951,TÜRKLER CADDESİ,Ümraniye,ATAKENT,İETTÜÇGEN,41.0112620005556,29.1010299999915
165992,GAZİOSMANPAŞA YOLU,Basaksehir,IKITELLI,DİĞER,41.1190590005723,28.8009149999822
176012,BOĞAZKÖY MERKEZ CAMİİ,Basaksehir,DÖNÜS,İETTBAYRAK,41.0786560347228,28.6655240170234
180521,POLİS MERKEZİ,Avcilar,AVCILAR,İETTCAMLI,41.0095080212256,28.707936048001
213001,ATATÜRK CADDESİ,Pendik,KARTAL METRO,İETTCAMLI,40.903179999119,29.2652100000095
210441,DİVAN YOLU,Pendik,ESENYALI 133,AÇIK DURAK,40.8675749794977,29.2954409862678
210462,HÜRRİYET CADDESİ,Pendik,PENDIK,İETTCAMLI,40.867960000533,29.3052109999943
210712,AYAZMA CADDESİ,Pendik,KARTAL CEZA EVI,AÇIK DURAK,40.8987700005378,29.2379619999935
210751,GÜL SOKAK,Pendik,KADIKÖY,İETTBAYRAK,40.9071380005392,29.2508989999936
119521,ALİBEYKÖY ANADOLU LİSESİ ,Eyüpsultan,KÜÇÜKKÖY,CCMODERN,41.0739660005655,28.9411159999879
100001,RIFAT ILGAZ CADDESİ,Esenyurt,AVCILAR,İETTCAMLI,41.0191700005564,28.6843529999755
212932,KAYNARCA MERKEZ CAMİİ,Pendik,FEVZI ÇAKMAK MAH.,AÇIK DURAK,40.8786020005347,29.2699209999939
213342,SULTAN AHMET CADDESİ,Pendik,AHMET YESEVI MAH.,AÇIK DURAK,40.871944042018,29.3042399815225
213441,AKKAYA SOKAK,Pendik,HAVALIMANI,İETTCAMLI,40.9212210005414,29.3047919999942
215141,EŞREF BİTLİS BULVARI,Pendik,ÜMRANIYE,İETTBAYRAK,40.9403680005444,29.2991879999941
284831,EROL KAYA CADDESİ,Pendik,KADIKÖY,İETTBAYRAK,40.8769500005344,29.2254669999934
120103,HALICIOĞLU - FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ,Beyoglu,TOPKAPI,CCMODERN,41.0471180005613,28.9432319999881
166451,ŞİŞHANE 4,Beyoglu,UNKAPANI,CCMODERN,41.0278650005582,28.9695369999888
305421,GÜMÜŞSUYU PERON,Beyoglu,PERON,İETTBAYRAK,41.0391480005601,28.9888429999892
127331,KOCASİNAN İLKOKULU,Bahçelievler,YENIBOSNA METRO,İETTBAYRAK,41.0170590005563,28.8413289999847
222871,İSHAKLI SAPAĞI,Beykoz,CUMHURIYET KÖYÜ,AÇIK DURAK,41.1382079857638,29.2941790072815
214791,ATIF BEY SOKAK,Üsküdar,ÜSKÜDAR,İETTCAMLI,41.0101000005555,29.0417459999904
214962,HAFİZE ÖZAL ORTAOKULU,Üsküdar,ÜSKÜDAR,CCMODERN,41.0202520005571,29.0479739999905
215461,NAKKAŞTEPE,Üsküdar,BAGLARBASI,CCMODERN,41.0318840005589,29.0397219999903
177832,LOZAN CADDESİ,Esenyurt,TÜYAP,İETTBAYRAK,41.0357690367906,28.6245849769365
227841,ÜÇEVLER,Pendik,KURTKÖY,İETTBAYRAK,40.8966120005375,29.2536409999937
207302,KUMCULAR,Kartal,KADIKÖY,İSTON GENİŞ,40.8837909991194,29.2058980000102
208092,FAHRİ KORUTÜRK CADDESİ,Kartal,KADIKÖY  16Y,CCMODERN,40.8948650005372,29.192349999993
203602,NECİP FAZIL CADDESİ,Sancaktepe,YENIDOGAN,İETTBAYRAK,41.0169979991165,29.2393890000099
128911,GÜLYALI,Büyükçekmece,SILIVRI-B.ÇEKMECE,CCMODERN,41.0455330005593,28.4075269999358
218512,KOÇULLU SAPAĞI,Çekmeköy,ÜMRANIYE,AÇIK DURAK,41.0813130443969,29.3408589870585
130031,UFUK CADDESİ,Esenyurt,KIRAÇ-HARAMIDERE,CCMODERN,41.0157270005557,28.6636159999738
213411,ORHANLI MESLEKİ VE TEKNİK ANADOLU LİSESİ,Tuzla,KURTKÖY,İETTBAYRAK,40.9003780005381,29.3507259999946
128502,ŞEHİT HAKAN KARAKURT,Esenyurt,YESILKENT,AÇIK DURAK,41.0397760005597,28.6901079999759
128512,AMASYALILAR CADDESİ,Esenyurt,YESILKENT,İETTBAYRAK,41.0410380005599,28.692558999976
211172,YÜREKKAYALAR SOKAK,Kartal,HILAL KONUTLARI,AÇIK DURAK,40.9227739854625,29.227621016273
211741,ORMAN SOKAK,Kartal,UGUR MUMCU,CCMODERNDR,40.925596000542,29.2241549999933
211451,UYDUKENT,Atasehir,KADIKÖY,İETTBAYRAK,40.9865290005517,29.133508999992
213851,KAYIŞDAĞI DUDULLU CADDESİ,Atasehir,KADIKÖY,İETTBAYRAK,40.9814500208762,29.1323739914019
228732,SÜREYYAPAŞA HASTANESİ,Maltepe,KADIKÖY,CCMODERN,40.950203000546,29.1421209999922
226424,ATAŞEHİR ANADOLU LİSESİ,Atasehir,BOST. KÖP. 19 D,İETTBAYRAK,40.9774089991173,29.1245500000109
260732,TÜRK İŞ 1.KISIM,Atasehir,ACARLAR 19T,İSTON GENİŞ,40.9892640005521,29.1511659999922
130551,KAMELYA SOKAK,Esenyurt,KIRAÇ-BEYLIKDÜZÜ,İETTBAYRAK,41.0457520005605,28.6503739999725
132102,BAYDEMİRLER,Esenyurt,BEYLIKDÜZÜ-KIRAÇ,İETTCAMLI,41.0379020005592,28.6398939999715
133091,DEPO,Esenyurt,AVCILAR,İETTBAYRAK,41.0690050005642,28.6474209999721
208342,KARTAL SAHİL,Kartal,KADIKÖY,CCMODERN,40.887555000536,29.1870959999929
117233,GAYRETTEPE,Sisli,TAKSIM,WALLMODERN,41.0675170005646,29.0047699999895
133801,TALATPAŞA CADDESİ,Esenyurt,BÜYÜKÇEKMECE,İETTCAMLI,41.0608990005622,28.6722429999732
133841,ESENYURT GEÇİT,Esenyurt,BAKIRKÖY,İSTON GENİŞ_İBB,41.0334390005582,28.6770269999743
206162,CEMİL MERİÇ CADDESİ,Pendik,KARTAL,AÇIK DURAK,40.8740610140116,29.2803710032601
206622,PİRİ REİS,Pendik,KARTAL,İETTCAMLI,40.9154150005405,29.2737849999939
222312,ÇAYIRÖNÜ,Ümraniye,ÜSKÜDAR,İETTÜÇGEN,41.0159980005565,29.1498289999922
222332,DUDULLU,Ümraniye,ÜSKÜDAR,CCMODERN,41.0163900005565,29.1606939999923
222861,GENÇTÜRK SOKAK,Ümraniye,IMES 14ES,İETTBAYRAK,41.0142200005561,29.1316789999919
117542,KIRMIZI MİNARE,Beyoglu,KASIMPASA,CCMODERN,41.0422999991159,28.9495580000115
203031,YENİKÖY,Sile,HACIKÖY,İETTBAYRAK,41.117982000573,29.8503069999987
114114,SİTELER YOLU ,Sariyer,HACI OSMAN,WALLMODERN,41.138385999821,29.0344799896137
133521,SALACAK SİTESİ,Basaksehir,BAKIRKÖY,İSTON GENİŞ,41.1122820005715,28.8027149999826
204022,AKŞEMSETTİN İLKOKULU,Sultanbeyli,SULTANBEYLI,İSTON DAR,40.9471090005455,29.3010319999941
206891,EMİRLİ MUHTARLIĞI,Pendik,PENDIK,İETTCAMLI,40.9902540005524,29.3392429999944
221751,YUŞA MEZARLIĞI,Beykoz,A.KAVAGI,İETTBAYRAK,41.1581179991135,29.0868560000113
214531,TOPAL OSMAN CADDESİ,Sancaktepe,KARTAL,İETTCAMLI,40.9760820005501,29.2194609999931
122542,ATIŞ POLİGONU,Bakirköy,FLORYA,İETTBAYRAK,40.9709250005489,28.7937239999826
122621,SEFAKÖY,Bakirköy,SIRINEVLER,CCMODERN,40.9986190005533,28.7992089999828
105311,YAVUZ SOKAK,Arnavutköy,TASOLUK-HARAÇCI,İETTCAMLI,41.1896170005838,28.7072319999766
225504,VETERİNER ARAŞTIRMA,Kartal,KADIKÖY (SAHIL),CCMODERN,40.8801440005349,29.2141839999933
227712,YAKACIK ÇOCUK HASTANESİ,Kartal,UGURMUMCU,İSTON DAR,40.918849000541,29.2190769999933
207532,SANAYİ CADDESİ,Pendik,PENDIK,İSTON GENİŞ,40.9045880072276,29.2974150397902
210112,ATAŞEHİR YOLU,Atasehir,ÜMRANIYE,CCMODERN,41.0012720005541,29.0982459999915
118591,19 MAYIS MAHALLESİ,Sisli,IHLAMUR,İETTBAYRAK,41.0586900005631,28.9927709999893
106422,ARNAVUTKÖY YOLU,Eyüpsultan,ARNAVUTKÖY,İETTCAMLI,41.1364932585071,28.8197640958082
108461,KARLIBAYIR MERKEZ CAMİ,Arnavutköy,ARNAVUTKÖY,CCMODERNDR,41.1830960005828,28.713726999977
109492,SAZLIBOSNA,Arnavutköy,HADIMKÖY,İETTBAYRAK,41.156471000578,28.6757739999737
212061,FATİH İSTASYONU,Darica,PENDIK,AÇIK DURAK,40.8055910167017,29.3678839581272
209432,ÇAMLIK İSMEK,Pendik,SULTANBEYLI,İETTBAYRAK,40.9302330005428,29.2756019999938
208791,TERSANE CADDESİ GİRİŞİ,Pendik,KAVAKPINAR,İETTBAYRAK,40.8679079991197,29.2792310000094
208931,ALİYA İZZET BEGOVİÇ CAMİİ,Pendik,PENDIK,CCMODERN,40.9295710005427,29.2832899999939
116662,CESUR SOKAK,Sariyer,SEYRANTEPE,İETTBAYRAK,41.0997490067746,28.9910030169239
217182,ŞEHİT ÖĞRETMEN NURGÜL KALE ORTAOKULU,Sancaktepe,KADIKÖY,CCMODERNDR,41.0075020005551,29.1886509999927
217991,GEDİZ SOKAK,Sancaktepe,KADIKÖY,İSTON DAR,40.9978580005536,29.1977829999928
220072,ŞEHİT GÖKHAN ESEN,Üsküdar,ÜSKÜDAR,İETTCAMLI,41.0475800005614,29.0608509999907
206111,ESENYALI MUHTARLIĞI,Pendik,AHMET YESEVI,İETTCAMLI,40.8619673991198,29.2944174000092
322057,4.LEVENT METRO,Sisli,SON DURAK,AÇIK DURAK,41.0839753613158,29.0072424425654
322042,BEŞİKTAŞ PERONLAR,Besiktas,SON DURAK,CCMODERN,41.042593299116,29.0068714000116
