STATION_CODE,STATION_NAME,DISTRICT,DIRECTION,STOP_TYPE,LATITUDE,LONGITUDE
205331,GÜLFER SOKAK,Üsküdar,GÖZTEPE KÖPRÜSÜ,İETTBAYRAK,41.0042380005545,29.0654589999909
214142,ÖZANAKENT,Üsküdar,KADIKÖY,İETTCAMLI,41.0127950005558,29.0824429999912
218742,AKŞEMSETTİN CAMİİ,Çekmeköy,ÇEKMEKÖY,İETTBAYRAK,41.0354150005595,29.1659059999924
222742,FABRİKALAR,Çekmeköy,ÜMRANIYE,İETTCAMLI,41.0352690005595,29.2321979999932
124741,YÜCEBAĞ,Bagcilar,GÜNGÖREN,İETTBAYRAK,41.0320400005587,28.8630839999855
214721,AMASYA CADDESİ,Sultanbeyli,KADIKÖY,AÇIK DURAK,40.9577039631776,29.3051849671131
123351,SANAYİ,Büyükçekmece,TEPECIK-B.ÇEKMECE,İETTMODERN,41.0223270005564,28.561860999963
118982,BASIN YAYIN YÜKSEKOKULU,Sisli,BEYOGLU,İETTBAYRAK,41.0463750005612,28.9841679999891
118482,MAÇKA DEMOKRASİ PARKI,Sisli,BESIKTAS,İETTBAYRAK,41.0489677576581,28.9915343294551
202051,1.CADDE,Ümraniye,K.KÖY 19ES,İETTBAYRAK,40.9980460005536,29.1709149999925
125712,İNÖNÜ CADDESİ,Bagcilar,MAHMUTBEY BAKIRKÖY,İETTBAYRAK,41.0493550005614,28.8301659999841
205532,GÜREŞÇİ YAŞAR YILMAZ,Kadiköy,KÜÇÜKÇAMLICA,CCMODERN,40.9970410048914,29.0365210251023
205541,İKBALİYE,Kadiköy,KADIKÖY,WALLMODERN,40.9999930005538,29.0388389999904
224642,TOPSELVİ CADDESİ,Kartal,TOPSELVI,AÇIK DURAK,40.8981160165788,29.2180399664337
223291,ALTINKÖY,Üsküdar,BULGURLU,AÇIK DURAK,41.0158289869635,29.0843049992709
110321,OSMANBEY CADDESİ,Gaziosmanpasa,KÜÇÜKKÖY,İETTBAYRAK,41.0861650005675,28.8971399999865
110742,VALİDE CAMİİ,Gaziosmanpasa,KAZIM KARABEKIR,İETTBAYRAK,41.0799460005665,28.9127379999871
121501,ESENTEPE PARK,Eyüpsultan,ALIBEYKÖY,İETTÜÇGEN,41.0692630005648,28.9407299999879
110312,GAZİOSMANPAŞA EĞİTİM VE ARAŞTIRMA HASTANESİ,Gaziosmanpasa,SON DURAK,CCMODERN,41.0854790005672,28.8983009999861
110282,SEYİT NİZAM CADDESİ,Zeytinburnu,KAZLICEÇME,CCMODERN,41.0046870005543,28.9124199999871
223152,ŞEHİT ABDULLAH BOZKURT,Üsküdar,ÜSKÜDAR,İETTBAYRAK,41.0277520237297,29.0547749519832
102421,GÖZDE SOKAK,Basaksehir,I.KOCARSLAN I.Ö.O,DİĞER,41.0689939636247,28.7373330470755
102471,ŞAHİNTEPE YOLU,Basaksehir,BASAKSEHIR,İETTBAYRAK,41.0838569991148,28.7242450000074
116621,SARIYER HAMİDİYE ETFAL EĞİTİM VE ARAŞTIRMA HASTANESİ,Sariyer,ÇAYIRBASI,CCMODERN,41.1560449991135,29.0269300000116
176051,PAZAR YOLU,Bahçelievler,GÜNESLI,CCMODERNDR,40.9987820005534,28.8426089999848
202702,YENİ CAMİİ,Sile,AGVA,AÇIK DURAK,41.1357130005758,29.8560669999987
202801,İMRENLİ KÖYÜ,Sile,SILE,İETTBAYRAK,41.1464230005775,29.7384639999977
202951,KADIKÖY,Sile,HACIKÖY,İETTMODERN,41.1105760005718,29.9053239999992
132271,PAZARYOLU,Küçükçekmece,SEFAKÖY,CCMODERNDR,41.0147550005559,28.7859719999821
132283,KANARYA İSTASYONU,Küçükçekmece,HALKALI (BN1),AÇIK DURAK,41.009299000555,28.7746299999815
132401,ATAKENT,Küçükçekmece,DEREIÇI,İSTON GENİŞ,41.0599329991154,28.773354000009
111202,KARBOSAN,Küçükçekmece,SEFAKÖY,CCMODERNDR,41.0179090005564,28.7915519999824
302471,ATAKENT MAHALLESİ,Küçükçekmece,SON DURAK,İETTBAYRAK,41.0570089991154,28.7757080000091
127362,ORMAN SOKAK,Bakirköy,FLORYA,İETTBAYRAK,40.9743489839794,28.7941439971227
203122,YAKA,Sile,DEREÇAYIRI,AÇIK DURAK,40.9923660005528,29.6528859999971
109342,KAMİL CADDESİ,Bayrampasa,CEVATPASA,İETTBAYRAK,41.052333000562,28.9049359999869
224551,ŞEHİT AKIN SERTÇELİK,Atasehir,KADIKÖY,CCMODERNDR,41.0015629667076,29.0790069678701
224552,ŞEHİT AKIN SERTÇELİK,Atasehir,ESATPASA,İETTBAYRAK,41.0014820005541,29.0794799999912
226381,ACIBADEM ÜNİVERSİTESİ,Atasehir,KADIKÖY,İSTON GENİŞ_İBB,40.9791940005504,29.1100149999915
226431,KÜÇÜKBAKKALKÖY MERKEZ CAMİİ,Atasehir,KADIKÖY 19S,İETTBAYRAK,40.9800230005507,29.127738999992
226492,TÜRK İŞ 2.KISIM,Atasehir,FERHATPASA,İETTBAYRAK,40.988320000552,29.1538779999923
205561,KADIKÖY AHMET SANİ GEZİCİ KIZ ANADOLU İMAM HATİP LİSESİ,Kadiköy,KADIKÖY,WALLMODERN,41.0038650005544,29.0441729999905
103532,MENEKŞE,Bakirköy,KÜÇÜKÇEKMECE,AÇIK DURAK,40.9764179742968,28.7765719539505
122851,İSTANBUL SGK,Bagcilar,YENIBOSNA METRO,CCMODERN,41.0384370005597,28.8339419999843
200002,GÜVERCİN SOKAK,Üsküdar,DEREBOYU SOKAK,İETTBAYRAK,41.0432200005607,29.0649829999908
120471,ODAKULE,Beyoglu,TRAMVAY,İETTBAYRAK,41.031618023619,28.9760799716996
224302,YOZGAT CADDESİ,Sultanbeyli,SULTANBEYLI,AÇIK DURAK,40.9398000262902,29.2784750405864
206582,AYDOS CADDESİ,Pendik,KARTAL,CCMODERNDR,40.9177590005408,29.2567419999937
125401,SELÇUKLU CADDESİ,Küçükçekmece,IKITELLI KÖPRÜSÜ,CCMODERN,41.0414500005601,28.7927569999823
104282,ULU CAMİİ,Küçükçekmece,ATAKENT,İETTMODERN,41.0190490005564,28.7978309999823
104341,TEM ÇIKIŞI,Küçükçekmece,MECIDIYEKÖY,İETTCAMLI,41.060717000563,28.8065459999826
104982,TOKİ 3.BÖLGE,Küçükçekmece,BASAKSEHIR,CCMODERN,41.0404540005599,28.7751919999814
116431,EVYAP LİSESİ,Sariyer,AYAZAGA GARAJI,İETTBAYRAK,41.1110399991419,28.988961037277
230431,ATATÜRK CADDESİ,Pendik,PENDIK KÖPRÜSÜ,İETTBAYRAK,40.8911770005366,29.2584279999938
213432,MİLLET CADDESİ,Pendik,KADIKÖY,İETTMODERN,40.9235670005418,29.3051459999942
130752,KİPTAŞ YAKUPLU,Beylikdüzü,IHLS 1. KISIM-2.KISI,İETTCAMLI,40.9801240005501,28.664848999974
120362,EYÜPSULTAN BELEDİYESİ YOL BAKIM,Eyüpsultan,AKPINAR,İETTBAYRAK,41.1876740005839,28.8770069999855
224311,MENEKŞECİ SOKAK,Maltepe,KADIKÖY,CCMODERNDR,40.9701470005491,29.1244759999919
124931,KARAMKENT SİTESİ,Bahçelievler,ÇAVUSPASA,İETTBAYRAK,41.010471004412,28.8499429789198
103002,İMAM AZAM CAMİİ,Bahçelievler,BAHÇELIEVLER,İETTBAYRAK,41.0198060005567,28.8286309999841
103012,YALÇIN KOREŞ CADDESİ,Bahçelievler,BAHÇELIEVLER,İETTBAYRAK,41.0201250005567,28.8247139999839
103041,YENİBOSNA BEŞYOL,Bahçelievler,ZEYTINBURNU,AÇIK DURAK,41.0141780005558,28.824828999984
103092,KUDRET SARAÇOĞLU İMAM HATİP ORTAOKULU,Bahçelievler,BAHÇELIEVLER,AÇIK DURAK,40.9979380005533,28.8275339999841
211412,KANUNİ CADDESİ,Tuzla,BOYA VERNIK,İETTCAMLI,40.903029999119,29.3647290000084
211211,DAĞ ÇİLEĞİ SOKAK,Kartal,KARTAL,İETTCAMLI,40.9220080005415,29.2427239999935
111161,ŞEHİT MEHMET KARAASLAN,Bahçelievler,YENIBOSNA,CCMODERN,41.0181180005565,28.825969999984
122652,KÜLTÜR ÜNİVERSİTESİ,Bahçelievler,AVCILAR,CCMODERNDR,40.9929030005524,28.8295749999842
225541,HAMZA YERLİKAYA,Kadiköy,BAGLARBASI / TUZLA (E-5),İETTBAYRAK,40.9971989991169,29.0267890000115
120591,TUĞLA FABRİKASI,Eyüpsultan,AKPINAR,İETTBAYRAK,41.2207700005892,28.8322089999836
120682,İBB FİDANLIK,Eyüpsultan,YESILPINAR,İSTON GENİŞ,41.0931590005687,28.9273759999875
119561,TEPE ,Eyüpsultan,KAGITHANE,İSTON GENİŞ,41.0743580005656,28.9572249999884
222081,ALTUNİZADE,Üsküdar,ÜSKÜDAR,WALLMODERN,41.0234700005575,29.0425789999904
112112,KOLEJ,Besiktas,BESIKTAS,WALLMODERN,41.0640790005641,29.0406899999903
123321,MAHMUTBEY KÖPRÜSÜ,Bagcilar,ISTOÇ-GÖZTEPE MAH.,İETTBAYRAK,41.0618530005635,28.8323859999841
101321,HALKALI PARK,Küçükçekmece,ZEYTINBURNU METRO,CCMODERN,41.034397000559,28.7906629999822
102541,İKİTELLİ CADDESİ,Küçükçekmece,SEFAKÖY,CCMODERNDR,41.0477480005611,28.7931049999823
105021,ISPARTAKULE GÜNIŞIĞI,Avcilar,BAKIRKÖY,İSTON GENİŞ,41.0699960005645,28.7109629999773
111321,ESENLER KADIN DOĞUM HASTANESİ,Esenler,GIYIMKENT,İETTCAMLI,41.0543599991157,28.8705000000109
123761,BARBAROS CADDESİ,Bagcilar,YÜZYIL KÖPRÜSÜ,AÇIK DURAK,41.0566270275792,28.8551740111665
125652,GÜLVEREN SOKAK,Bagcilar,YUNUS EMRE KÖP.,İETTBAYRAK,41.0344470005591,28.8396539999845
125702,KARACAOĞLAN İLKOKULU,Bagcilar,MAHMUTBEY BAKIRKÖY,CCMODERN,41.0521810005619,28.8299979999841
125771,BARBAROS MAHALLESİ,Bagcilar,GÜNESLI,İETTBAYRAK,41.0257730005577,28.8363579999844
220363,BAHÇELİEVLER,Üsküdar,ÜSKÜDAR,İETTBAYRAK,41.0646619890737,29.0818769680857
205831, GÖZTEPE AĞIZ VE DİŞ SAĞLIĞI MERKEZİ,Kadiköy,KADIKÖY,CCMODERNDR,40.9850439588747,29.0660100068695
181151,KAYAŞEHİR MİLLET BAHÇESİ,Basaksehir,FENERTEPE,CCMODERNDR,41.109042067163,28.7679796735911
112331,KALENDER,Sariyer,BESIKTAS,İETTBAYRAK,41.1301939280758,29.0640924564562
111011,İNCİRLİ METROBÜS,Bahçelievler,SIRINEVLER,CCMODERN,40.9982110005534,28.872654999986
222166,NAMAZGAH,Üsküdar,ÜMRANIYE 14B,İETTBAYRAK,41.0224840005574,29.0809259999911
200011,DUMANKAYA ÇIKMAZI,Üsküdar,ÜSKÜDAR  15B,İETTBAYRAK,41.044999000561,29.0645049999908
201082,ATA 2,Üsküdar,KADIKÖY,İETTBAYRAK,41.0476580005614,29.076254999991
211931,NARLI CAMİİ ,Maltepe,KADIKÖY,İETTBAYRAK,40.9352580005436,29.1462869999923
212151,MALTEPE METRO İSTASYONU,Maltepe,MALTEPE,İETTBAYRAK,40.9366150005438,29.1395099999922
226071,BAĞDAT ÇIKIŞI,Kadiköy,ERENKÖY,İETTBAYRAK,40.9644770005482,29.0721039999911
226091,KARAKOL,Kadiköy,BAGDAT CADDESI,İETTBAYRAK,40.9717890005493,29.0735959999911
226261,ÜSKÜDAR CADDESİ,Kadiköy,BOSTANCI,WALLMODERN,40.9797180005505,29.0847289999912
111091,YILDIRIM BEYAZIT CADDESİ,Bahçelievler,KUYUMCUKENT,CCMODERNDR,41.0081380005548,28.8327589999843
113501,CENGİZ TOPEL,Besiktas,LEVENT,CCMODERNDR,41.0854979869054,29.0382540252894
113572,SİTE YOLU,Besiktas,UÇAKSAVAR,İETTÜÇGEN,41.0866780005677,29.0384859999902
221762,YUŞA TEPESİ,Beykoz,A.KAVAGI,AÇIK DURAK,41.1623659565104,29.0902309839898
164821,DİŞ KLİNİĞİ,Beylikdüzü,SONDURAK,İETTBAYRAK,40.9896290005514,28.6264359999704
211882,RABİA LEMAN İMAM HATİP ORTAOKULU,Atasehir,BATI ATASEHIR,İETTBAYRAK,40.988643000552,29.0983269999915
130232,ŞEHİT TÜRKMEN TEKİN,Esenler,GIYIMKENT,İETTBAYRAK,41.0669680005643,28.8583739999852
110481,MASALPARK,Sultangazi,SON DURAK,İETTBAYRAK,41.0836800005671,28.8746609999857
110502,NECİP FAZIL CADDESİ,Sultangazi,MASALPARK,İETTBAYRAK,41.0883230005678,28.8793149999859
113121,GÜL - ŞEHİT AKIN ÖZCAN,Besiktas,BESIKTAS,WALLMODERN,41.0569600005629,29.0230699999898
113302,SULTAN SELİM MAHALLESİ,Besiktas,MASLAK,CCMODERN,41.0908550005683,29.0059889999895
113327,4.LEVENT,Besiktas,4.LEVENT PERON,CCMODERN,41.0857950005676,29.0076379999895
113471,ETİLER,Besiktas,R.HISARÜSTÜ,İETTÜÇGEN,41.0801290005666,29.0334239999901
110852,KAYABAŞI İSTİKLAL CADDESİ,Basaksehir,KAYABASI KÖYÜ,İETTBAYRAK,41.1146630005718,28.7437769999793
124622,AKSU,Bakirköy,OSMANIYE BAKIRKÖY,İETTBAYRAK,40.9891000005519,28.8845669999864
124431,BEZİRGANBAHÇE TOKİ,Küçükçekmece,ISTASYON MAHALLESI,CCMODERN,41.0247510005574,28.7728399999813
218182,İMKB MESLEKİ VE TEKNİK ANADOLU LİSESİ,Üsküdar,FERAH MAH.15C,CCMODERN,41.0351950005595,29.078270999991
219542,BEYKOZ DEVLET HASTANESİ,Beykoz,ÜSKÜDAR,İETTBAYRAK,41.1176180005727,29.0972429999911
126702,BAKIRKÖY ADLİYESİ,Bakirköy,INCIRLI,İETTBAYRAK,40.9955150005529,28.8803739999862
216621,VEFAKAR SOKAK,Üsküdar,KADIKÖY,İETTBAYRAK,41.0210690005571,29.0647889999908
216622,VEFAKAR SOKAK,Üsküdar,KIRAZLITEPE,AÇIK DURAK,41.0209300005571,29.0649619999909
124601,KÜÇÜKÇEKMECE,Küçükçekmece,EMINÖNÜ,İSTON GENİŞ,40.9917090005521,28.7699329999813
108842,1285.SOKAK,Sultangazi,ZÜBEYDE HANIM MAH.,İETTBAYRAK,41.1025420005701,28.9079669999868
108861,ŞEHİT TEĞMEN ALİ YILMAZ İLKOKULU,Sultangazi,KÜÇÜKKÖY (38Z),İSTON GENİŞ,41.1007159991147,28.9123150000114
111291,İSMETPAŞA İLKOKULU,Esenler,GIYIMKENT,İETTBAYRAK,41.0614870005635,28.8642319999854
125332,KUŞLAR TEPESİ,Küçükçekmece,ATAKENT 2.ETAP,İSTON DAR,41.0562830005625,28.7901529999822
119302,BOMONTİ-TÜNEL,Sisli,KAGITHANE,CCMODERN,41.0568830005628,28.9728129999888
119451,KONYALI CAMİİ,Sisli,MECIDIYEKÖY,İETTBAYRAK,41.0679470005646,28.9988549999894
120161,CİN DERESİ,Sisli,FERIKÖY,İSTON GENİŞ,41.0460950005611,28.9743459999889
217801,BOĞAZİÇİ SİTESİ,Üsküdar,ÜNALAN,İETTBAYRAK,40.9968060005533,29.071825999991
219312,BEYLERBEYİ,Üsküdar,ÜSKÜDAR,İETTBAYRAK,41.044765000561,29.0462009999904
108972,SARIKENT SİTESİ,Sultangazi,YUNUSEMRE MAH.,İETTBAYRAK,41.0931550005686,28.8951459999864
109332,YAYLA BULVARI,Sultangazi,SAGLIK OCAGI,İETTBAYRAK,41.1476690005774,28.8561729999848
109371,TUZ DEPOSU,Sultangazi,TAKSIM,İETTCAMLI,41.1028340005701,28.8856929999861
211621,ESENKENT MERKEZ CAMİİ,Maltepe,KADIKÖY,İETTCAMLI,40.9245270005418,29.1613369999925
412031,KADIKÖY,Kadiköy,RIHTIM2 PERON,CCMODERNDR,40.9952819712875,29.0236419853409
111223,HAZNEDAR,Güngören,SON DURAK,CCMODERN,41.008223000555,28.8717919999859
121912,SOSYAL MESKENLER,Güngören,DAVUTPASA,CCMODERN,41.0187390005566,28.8970059999867
121962,NENEHATUN MAHALLESİ,Güngören,DAVUTPASA,CCMODERN,41.0312200005586,28.876524999986
214992,ACIBADEM METROBÜS,Üsküdar,ÜNALAN / BULGURLU,CCMODERN,41.0156560388034,29.0586339567956
215111,BİRİNCİ SOKAK,Üsküdar,ÜSKÜDAR,İETTBAYRAK,41.0162600005564,29.0782949999911
261352,MESCİD-İ AKSA CADDESİ ,Sultanbeyli,SULTANBEYLI PERONLAR,İETTBAYRAK,40.9451090005452,29.2834319999939
113811,3.LEVENT,Besiktas,DENIZ SUBAY LOJ.,AÇIK DURAK,41.0867200157263,29.0172280381546
223232,KURAL,Üsküdar,ÜSKÜDAR,İETTBAYRAK,41.0299580005586,29.074899999991
108202,CEVİZLİBAĞ,Zeytinburnu,TOPKAPI,WALLMODERN,41.0153929782414,28.9099420211072
109261,YEŞİLTEPE,Zeytinburnu,TOPKAPI,İSTON DAR,40.9993230005535,28.8927659999867
229412,ÇAMLIK,Maltepe,YEDPA,İETTBAYRAK,40.9422660005447,29.1450589999923
222163,NAMAZGAH,Üsküdar,ALTUNIZADE,CCMODERNDR,41.023659978056,29.0786319821536
209941,ÇAMÇEŞME MUHTARLIĞI,Pendik,PARSELLER,İETTCAMLI,40.8733180005338,29.2724899999939
110961,PİKNİK ALANI-2,Basaksehir,CEBECI MAH.,AÇIK DURAK,41.1356720005753,28.7625319999804
202601,EVRENLİ KÖYÜ SAPAĞI,Sile,SILE,İETTMODERN,41.0970010005696,29.766735999998
129061,ŞEHİT MURAT KOCATÜRK,Küçükçekmece,ZEYTINBURNU,İETTBAYRAK,40.997448000553,28.7757879999816
226302,SAHRAYICEDİT ATATÜRK CADDESİ,Kadiköy,SARIGAZI,İSTON DAR,40.9808900005508,29.0906509999914
127631,SAĞLIK SİTESİ,Beylikdüzü,MAR.EVLERI-TÜRKSAN,CCMODERN,40.9818930005503,28.6747439999749
180511,KİPTAŞ 3.ETAP,Esenyurt,AVCILAR,İSTON GENİŞ,41.0661380127904,28.6562009819032
129362,ATAKENT ,Beylikdüzü,YAKUPLU-GÜRPINAR,İETTCAMLI,40.9885130005513,28.62249199997
106671,TUNA CADDESİ,Bayrampasa,TOPKAPI,CCMODERN,41.0452240178294,28.9048639562433
131711,TAŞYOL,Bahçelievler,BASIN SITESI,İETTBAYRAK,41.0025000005541,28.8628989999856
221501,TOYGAR CADDESİ,Beykoz,BEYKOZ,İETTCAMLI,41.1311360005749,29.1477679999919
221562,ŞEHİT AZİZ,Beykoz,ALIBAHADIR,İETTBAYRAK,41.1339850005754,29.1647059999921
221601,TEPE,Beykoz,BEYKOZ,AÇIK DURAK,41.146939986617,29.1820070088703
221742,AYAZMA,Beykoz,BEYKOZ,AÇIK DURAK,41.1529029991137,29.0839220000113
221752,YUŞA MEZARLIĞI,Beykoz,BEYKOZ,İETTCAMLI,41.1583229987882,29.0868869901572
221971,KABAKOZ,Beykoz,BEYKOZ,İETTCAMLI,41.2150039991123,29.1570170000108
106013,KARAYOLLARI MAHALLESİ,Gaziosmanpasa,YUNUSEMRE,İETTBAYRAK,41.0888350005679,28.8986079999866
131251,BULUT ,Beylikdüzü,AVCILAR,İETTBAYRAK,40.9908247164946,28.6766190371647
100502,IHLAMUR SOKAK,Beylikdüzü,MARMARA EVLERI,İETTBAYRAK,40.9901380005517,28.6706089999745
116892,TAŞ OCAĞI,Sariyer,SARIYER,İETTBAYRAK,41.2228059650219,29.004465048806
120551,KEMERBURGAZ CADDESİ,Sariyer,GÖKTÜRK,İETTBAYRAK,41.1188180017418,28.9632979980717
301301,MENDİREK,Sariyer,R.KAVAGI,İETTBAYRAK,41.1804820202322,29.0737899875325
112701,KALE,Sariyer,R.FENERI,İETTBAYRAK,41.226584012617,29.1076860470208
106382,HABİPLER MAHALLESİ,Sultangazi,ARNAVUTKÖY,CCMODERN,41.1290730005743,28.8383119999842
106142,BEREÇ,Gaziosmanpasa,SULTANÇIFTLIGI,WALLMODERN,41.0546720005625,28.9101699999871
106231,KARADENİZ MAHALLESİ,Gaziosmanpasa,KARADENIZ MAH. PERONLAR,AÇIK DURAK,41.0849650196967,28.8819919538757
106832,AKARSU,Gaziosmanpasa,Y.TABYA ( ESENTEPE),İETTBAYRAK,41.0646950005641,28.9313659999877
106862,CENGİZ TOPEL CADDESİ,Gaziosmanpasa,EDIRNEKAPI,İETTBAYRAK,41.064475000564,28.9028679999868
112552,RIFKI GÜNEY KILDIRAN İLKOKULU,Sariyer,R.KAVAGI,İETTCAMLI,41.181922999113,29.0714150000114
112622,MADEN ÜSTÜ ,Sariyer,SARIYER,İETTBAYRAK,41.1807039744244,29.0461129804593
220881,BEŞEVLER,Beykoz,ÜSKÜDAR,İETTBAYRAK,41.1034950005704,29.0908799999911
126902,TİRYAKİ HASANPAŞA İLKOKULU,Esenler,YÜZYIL KÖPRÜSÜ,İETTBAYRAK,41.0468380005611,28.8599569999853
112852,FINDIKLI GEÇİT,Sariyer,SARIYER,CCMODERN,41.2459060176402,29.0406089547282
112871,DEMİRCİKÖY ,Sariyer,SON DURAK (151),CCMODERN,41.2356199804071,29.0561039995374
127522,İKİTELLİ KÖPRÜSÜ,Küçükçekmece,BAKIRKÖY,İETTBAYRAK,41.046758000561,28.806884999983
128211,HALKALI CAMLIK,Küçükçekmece,BAKIRKÖY,İETTBAYRAK,41.0333600005589,28.7912059999823
225721,ALTAYÇEŞME,Maltepe,KADIKÖY,CCMODERN,40.9428500005448,29.1306479999921
207141,KARDELEN SOKAK,Atasehir,BATI ATASEHIR,İETTCAMLI,40.9873080005518,29.1041159999916
208441,İÇERENKÖY POLİS MERKEZİ,Atasehir,DUDULLU 19D,İETTBAYRAK,40.9735750005497,29.1200629999919
226192,FATİH SULTAN MEHMET EĞİTİM VE ARAŞTIRMA HASTANESİ,Kadiköy,KADIKÖY,İETTBAYRAK,40.9704530005491,29.1008049999916
224881,YENİYOL,Kadiköy,KADIKÖY,WALLMODERN,40.970085000549,29.0626179999909
111224,HAZNEDAR,Güngören,HAZNEDAR SON DURAK,CCMODERN,41.0081449854488,28.8718489536518
128762,DAĞYENİCE,Çatalca,ÇATALCA-KARACAKÖY,İETTCAMLI,41.2715650092674,28.4836529726559
114142,SARIYER AĞIZ VE DİŞ SAĞLIĞI MERKEZİ,Sariyer,TARABYAÜSTÜ,İSTON DAR,41.1442789759173,29.0312280406526
230221,AYDINLAR CADDESİ,Beykoz,CUMHURIYETKÖY,AÇIK DURAK,41.1301470058922,29.2625110140798
107012,BAHAR,Sultangazi,KÜÇÜKKÖY,CCMODERN,41.1058510005703,28.8961669999858
108682,S CADDESİ,Sultangazi,CEBECI MAHALLESI,İETTBAYRAK,41.108536000571,28.8669109999854
104661,PARK BAHÇELER MÜDÜRLÜĞÜ,Beylikdüzü,YENIBOSNA,İETTBAYRAK,40.9847770005507,28.6483549999726
129741,MARMARA SANAYİ A KAPISI,Küçükçekmece,ZEYTINBURNU,İSTON GENİŞ,41.0627670005636,28.7965699999825
210211,KAVAKLAR SOKAK,Atasehir,KADIKÖY 16F.19F,CCMODERN,40.9706950005492,29.1197059999918
102662,YUNUS EMRE CAMİİ,Esenyurt,SON DURAK,İETTCAMLI,41.0278980005577,28.6502679999725
115871,ARIKÖY -  AYHAN TORAMAN,Sariyer,KISIRKAYA,CCMODERN,41.2277010005905,29.001790999989
121872,POLİS KONGRE MERKEZİ,Zeytinburnu,CEVIZLIBAG,İETTBAYRAK,41.0133040005558,28.9011989999869
123181,BEŞ KARDEŞLER,Zeytinburnu,YESILKÖY,WALLMODERN,40.9855440077756,28.9092010111834
125141,PTT AVRUPA MÜDÜRLÜĞÜ,Zeytinburnu,TOPKAPI,İSTON GENİŞ,41.0218230005571,28.9158539999873
302241,KAZLIÇEŞME MARMARAY,Zeytinburnu,SON DURAK,İETTBAYRAK,40.9929909991169,28.9164210000113
205791,TEB ATAŞEHİR ANADOLU LİSESİ,Atasehir,ATASEHIR,CCMODERN,40.9905370005523,29.1358179999921
210771,SİNPAŞ KORU KONUTLARI,Atasehir,KADIKÖY 14SB,CCMODERN,40.9938710005528,29.134478999992
211431,GÜMRÜK ÜST KAPI,Atasehir,KADIKÖY,CCMODERN,40.9788080005505,29.1355739999921
211462,KILIÇ REİS,Atasehir,KADIKÖY,İETTBAYRAK,40.9858420005517,29.1765299999926
229812,OTLUKBELİ CADDESİ,Sancaktepe,ÜMRANIYE,İETTBAYRAK,41.012889000556,29.2594119999935
261521,HIZIR REİS SOKAK,Sancaktepe,ÜSKÜDAR,İETTBAYRAK,40.9905160005524,29.2494589999935
222501,ŞEHİT SELİM TOPAL,Sancaktepe,SULTANBEYLI,CCMODERN,40.9744980005498,29.2413149999934
182173,11.BÖLGE,Basaksehir,FENERTEPE,CCMODERN,41.1434969991121,28.7923680000022
220701,SPOR TESİSLERİ,Beykoz,YENI CAMII,İETTBAYRAK,41.0889430005681,29.0781219999909
206061,TAÇSPOR,Atasehir,SON DURAK,İETTBAYRAK,40.9844850005514,29.128726999992
208751,ADİLE NAŞİT SOKAK,Kadiköy,YENISAHRA,İETTBAYRAK,40.9850480005515,29.0828469999912
110761,PİKNİK ALANI-1,Basaksehir,CEBECI,İETTCAMLI,41.1447030005767,28.7766869999811
221171,KORULUK,Beykoz,ÜSKÜDAR,İETTBAYRAK,41.1137190005721,29.1176559999915
110831,KAYABAŞI CAMİİ,Basaksehir,CEBECI MAH.,AÇIK DURAK,41.1111960005712,28.7406789999791
110841,KAYABAŞI SAĞLIK OCAĞI,Basaksehir,CEBECI MAH.,İETTMODERN,41.1128740005715,28.7435169999793
110871,ŞAMLAR,Basaksehir,CEBECI MAH.,İETTCAMLI,41.1243189991139,28.7482770000083
213691,HAYDARPAŞA ÖĞRENCİ YURDU,Kadiköy,BAGLARBASI,İSTON GENİŞ_İBB,41.002126000554,29.02886099999
208662,MİMAR SİNAN MAHALLESİ MUHTARLIĞI,Atasehir,YEDPA BULVARI,İETTBAYRAK,40.9852550005515,29.1638299999924
114091,TARABYA BAYIRI ,Sariyer,HACI OSMAN,WALLMODERN,41.1365800065068,29.0420069840071
114112,SİTELER YOLU ,Sariyer,TARABYA,WALLMODERN,41.1381530400687,29.0346120151604
131342,BOĞAZKÖY TEPE,Basaksehir,BOGAZKÖY SONDURAK,İETTBAYRAK,41.0767280005655,28.6703049999741
116411,BEHÇET KEMAL ÇAĞLAR ANADOLU LİSESİ,Sariyer,EMIRGAN,CCMODERNDR,41.0966899633684,29.0499689888335
127812,4.ETAP 2.KISIM,Basaksehir,BASAKSEHIR 4. ETAP,CCMODERN,41.0959400005689,28.810279999983
218271,YUNUS EMRE CAMİİ,Sancaktepe,YENIDOGAN,İSTON GENİŞ_İBB,40.9576610005471,29.2143959999931
123621,SÜLEYMAN DEMİREL BULVARI,Basaksehir,B.SEHIR-MASKO,CCMODERNDR,41.0790810005662,28.7932429999822
176662,İBB ATIK TESİSLERİ,Eyüpsultan,KEMERBURGAZ,İETTBAYRAK,41.200797000586,28.8591899999848
205962,KUM İSKELESİ,Maltepe,PENDIK,CCMODERN,40.9127240005399,29.1335399999922
224941,MÜCAHİT SOKAK,Kadiköy,KADIKÖY,WALLMODERN,40.9611340005476,29.0790189999912
115551,ŞİFA SUYU,Sariyer,SARIYER,İETTBAYRAK,41.1746800399761,29.0469580110713
115571,SÜT FARBİKASI,Sariyer,AYAZAGA GARAJI,İETTBAYRAK,41.1118690375689,28.977393959523
115601,GAZİLER,Sariyer,LEVENT,CCMODERN,41.1083820363147,28.9993990026156
